pair,scenario,cell,rep,sysctl,dur_s,pkt_size,threads,scenario_iface,scenario_mac,pps_sent,pps_recv,cycles,instructions,branches,branch_misses,cycles_per_pkt,ins_per_pkt,branch_miss_per_pkt,recv_sys_pct,recv_soft_pct,rps,rfs,cake,flower,kernel_has_sysctl,status
hp1-hp3,eth_ip,cell-01,1,0,60,64,2,enp1s0f0np0,98:f2:b3:df:1c:70,4504858,3558872,594042577901,690308271855,121852576525,331092143,2781.98,3232.80,1.5505,16.20,26.42,1,1,1,1,yes,ok
hp1-hp3,eth_ip,cell-01,2,0,60,64,2,enp1s0f0np0,98:f2:b3:df:1c:70,4370062,3488062,575977209341,673765471690,118864324503,320971851,2752.14,3219.39,1.5337,15.96,25.41,1,1,1,1,yes,ok
hp1-hp3,eth_ip,cell-01,3,0,60,64,2,enp1s0f0np0,98:f2:b3:df:1c:70,4391746,3592517,577133470364,672416360143,118886602178,329030777,2677.48,3119.52,1.5265,15.64,26.93,1,1,1,1,yes,ok
hp1-hp3,eth_ip,cell-02,1,1,60,64,2,enp1s0f0np0,98:f2:b3:df:1c:70,4382578,3525111,596109357225,676566254956,117930096768,339831630,2818.40,3198.79,1.6067,15.49,27.81,1,1,1,1,yes,ok
hp1-hp3,eth_ip,cell-02,2,1,60,64,2,enp1s0f0np0,98:f2:b3:df:1c:70,4364907,3598954,565904319449,653768420178,113959099344,325795898,2620.69,3027.59,1.5088,14.89,27.21,1,1,1,1,yes,ok
hp1-hp3,eth_ip,cell-02,3,1,60,64,2,enp1s0f0np0,98:f2:b3:df:1c:70,4378376,3520067,575339528153,661414831817,115194354282,328877813,2724.09,3131.64,1.5572,15.19,26.77,1,1,1,1,yes,ok
hp1-hp3,vlan,cell-01,1,0,60,64,2,vlan100,98:f2:b3:df:1c:70,4389368,3613483,567014515188,645734863059,112368872395,317870964,2615.27,2978.36,1.4661,14.81,27.69,1,1,1,1,yes,ok
hp1-hp3,vlan,cell-01,2,0,60,64,2,vlan100,98:f2:b3:df:1c:70,4362200,3515891,557342527680,636914833134,111054516105,312031233,2642.02,3019.22,1.4791,14.12,27.57,1,1,1,1,yes,ok
hp1-hp3,vlan,cell-01,3,0,60,64,2,vlan100,98:f2:b3:df:1c:70,4352550,3482652,578133352829,653027790346,113860919449,323861430,2766.73,3125.15,1.5499,14.60,28.06,1,1,1,1,yes,ok
hp1-hp3,vlan,cell-02,1,1,60,64,2,vlan100,98:f2:b3:df:1c:70,4373939,3519162,589936753081,663610918341,115605053766,331585980,2793.93,3142.84,1.5704,15.07,28.22,1,1,1,1,yes,ok
hp1-hp3,vlan,cell-02,2,1,60,64,2,vlan100,98:f2:b3:df:1c:70,4356457,3566679,576329659319,654020386315,113835348934,325900471,2693.12,3056.16,1.5229,15.02,27.77,1,1,1,1,yes,ok
hp1-hp3,vlan,cell-02,3,1,60,64,2,vlan100,98:f2:b3:df:1c:70,4360643,3501732,584479904900,662342328488,115375193884,329403942,2781.86,3152.45,1.5678,14.92,27.93,1,1,1,1,yes,ok
hp1-hp3,qinq,cell-01,1,0,60,64,2,cvlan100,98:f2:b3:df:1c:70,4347318,3476230,563918171232,640938264802,111853193936,310294180,2703.69,3072.96,1.4877,14.48,27.44,1,1,1,1,yes,ok
hp1-hp3,qinq,cell-01,2,0,60,64,2,cvlan100,98:f2:b3:df:1c:70,4369018,3433210,576312660861,654755441671,114383415143,318544449,2797.73,3178.54,1.5464,14.39,27.67,1,1,1,1,yes,ok
hp1-hp3,qinq,cell-01,3,0,60,64,2,cvlan100,98:f2:b3:df:1c:70,4376222,3469724,575715834131,652889109225,114062759699,318412448,2765.43,3136.12,1.5295,14.50,27.63,1,1,1,1,yes,ok
hp1-hp3,qinq,cell-02,1,1,60,64,2,cvlan100,98:f2:b3:df:1c:70,4359124,3561716,559216614400,639597762609,111572020781,308532270,2616.79,2992.93,1.4437,14.55,27.35,1,1,1,1,yes,ok
hp1-hp3,qinq,cell-02,2,1,60,64,2,cvlan100,98:f2:b3:df:1c:70,4370325,3532817,578341755737,656216443443,114639092380,323872567,2728.43,3095.81,1.5279,14.72,28.02,1,1,1,1,yes,ok
hp1-hp3,qinq,cell-02,3,1,60,64,2,cvlan100,98:f2:b3:df:1c:70,4366222,3545221,567954399012,650648960765,113549201775,316218155,2670.05,3058.81,1.4866,14.50,27.64,1,1,1,1,yes,ok
hp1-hp3,vxlan,cell-01,1,0,60,64,2,vxlan10,e6:8d:a5:c0:40:9e,0,0,1527409,1170966,229060,4885,95463.06,73185.38,305.3125,0.02,0.01,1,1,1,1,yes,overlay-unsupported
hp1-hp3,vxlan,cell-01,2,0,60,64,2,vxlan10,e6:8d:a5:c0:40:9e,0,0,1246916,800086,156471,3180,415638.67,266695.33,1060.0000,0.01,0.00,1,1,1,1,yes,overlay-unsupported
hp1-hp3,vxlan,cell-01,3,0,60,64,2,vxlan10,e6:8d:a5:c0:40:9e,0,0,1486692,1092677,219165,4890,495564.00,364225.67,1630.0000,0.02,0.01,1,1,1,1,yes,overlay-unsupported
hp1-hp3,vxlan,cell-02,1,1,60,64,2,vxlan10,e6:8d:a5:c0:40:9e,0,0,2025714,1306702,252663,5161,675238.00,435567.33,1720.3333,0.02,0.00,1,1,1,1,yes,overlay-unsupported
hp1-hp3,vxlan,cell-02,2,1,60,64,2,vxlan10,e6:8d:a5:c0:40:9e,0,0,1504724,1078745,213978,4489,501574.67,359581.67,1496.3333,0.02,0.01,1,1,1,1,yes,overlay-unsupported
hp1-hp3,vxlan,cell-02,3,1,60,64,2,vxlan10,e6:8d:a5:c0:40:9e,0,0,1096230,867773,172414,3539,365410.00,289257.67,1179.6667,0.02,0.00,1,1,1,1,yes,overlay-unsupported
hp1-hp3,mpls,cell-01,1,0,60,64,2,lo,98:f2:b3:df:1c:70,4410874,3653260,573924307596,656249197499,114394173290,319422992,2618.32,2993.90,1.4573,14.90,27.58,1,1,1,1,yes,ok
hp1-hp3,mpls,cell-01,2,0,60,64,2,lo,98:f2:b3:df:1c:70,4348606,3590729,556137364485,633057128667,110735288755,309598555,2581.36,2938.39,1.4370,13.80,28.32,1,1,1,1,yes,ok
hp1-hp3,mpls,cell-01,3,0,60,64,2,lo,98:f2:b3:df:1c:70,4341699,3535543,570483214979,646971270248,113012484183,318854228,2689.28,3049.84,1.5031,14.62,27.84,1,1,1,1,yes,ok
hp1-hp3,mpls,cell-02,1,1,60,64,2,lo,98:f2:b3:df:1c:70,4376488,3508365,584197516020,653538638661,114110053555,322594242,2775.26,3104.67,1.5325,14.90,28.05,1,1,1,1,yes,ok
hp1-hp3,mpls,cell-02,2,1,60,64,2,lo,98:f2:b3:df:1c:70,4374803,3559553,568039028008,643056102461,112374459384,316945354,2659.69,3010.94,1.4840,14.41,28.12,1,1,1,1,yes,ok
hp1-hp3,mpls,cell-02,3,1,60,64,2,lo,98:f2:b3:df:1c:70,4372221,3509647,575834907417,650514041952,113625121324,319586265,2734.53,3089.17,1.5177,14.68,27.93,1,1,1,1,yes,ok
hp1-hp3,ipip,cell-01,1,0,60,64,2,ipip0,98:f2:b3:df:1c:70,4384230,3555623,571137681981,649582131712,113346601937,320380488,2677.16,3044.86,1.5018,14.87,27.58,1,1,1,1,yes,ok
hp1-hp3,ipip,cell-01,2,0,60,64,2,ipip0,98:f2:b3:df:1c:70,4375964,3505570,572441354189,650597642392,113544441720,317383053,2721.58,3093.16,1.5089,14.76,27.44,1,1,1,1,yes,ok
hp1-hp3,ipip,cell-01,3,0,60,64,2,ipip0,98:f2:b3:df:1c:70,4384598,3429250,571047463302,645330761271,112673957646,316987894,2775.38,3136.40,1.5406,14.56,27.51,1,1,1,1,yes,ok
hp1-hp3,ipip,cell-02,1,1,60,64,2,ipip0,98:f2:b3:df:1c:70,4372510,3481322,572859171370,649288536828,113300884004,314825503,2742.54,3108.44,1.5072,14.89,27.13,1,1,1,1,yes,ok
hp1-hp3,ipip,cell-02,2,1,60,64,2,ipip0,98:f2:b3:df:1c:70,4371080,3598288,568886518959,645029134825,112650776486,315871736,2634.99,2987.67,1.4631,14.52,28.01,1,1,1,1,yes,ok
hp1-hp3,ipip,cell-02,3,1,60,64,2,ipip0,98:f2:b3:df:1c:70,4387718,3525793,579585708408,658566555832,115047621624,325338687,2739.74,3113.09,1.5379,14.72,27.98,1,1,1,1,yes,ok
hp1-hp3,gre,cell-01,1,0,60,64,2,gretest0,98:f2:b3:df:1c:70,4402058,3534854,581046355833,656342615292,114448670315,324027108,2739.61,3094.62,1.5278,15.26,27.39,1,1,1,1,yes,ok
hp1-hp3,gre,cell-01,2,0,60,64,2,gretest0,98:f2:b3:df:1c:70,4381313,3524283,578885824028,657509866284,114764070662,322689587,2737.61,3109.43,1.5260,14.92,27.60,1,1,1,1,yes,ok
hp1-hp3,gre,cell-01,3,0,60,64,2,gretest0,98:f2:b3:df:1c:70,4354854,3498089,562448725071,643755338770,112183293419,311932544,2679.79,3067.18,1.4862,14.82,26.60,1,1,1,1,yes,ok
hp1-hp3,gre,cell-02,1,1,60,64,2,gretest0,98:f2:b3:df:1c:70,4366431,3519356,574475923719,650799537287,113683067905,322270724,2720.55,3082.00,1.5262,14.54,27.86,1,1,1,1,yes,ok
hp1-hp3,gre,cell-02,2,1,60,64,2,gretest0,98:f2:b3:df:1c:70,4356961,3527234,579793807390,657552054494,114580113037,319768251,2739.61,3107.02,1.5109,15.17,27.22,1,1,1,1,yes,ok
hp1-hp3,gre,cell-02,3,1,60,64,2,gretest0,98:f2:b3:df:1c:70,4363988,3557677,574572200054,653493174434,114014392435,322010723,2691.70,3061.42,1.5085,15.01,27.58,1,1,1,1,yes,ok
hp1-hp3,geneve,cell-01,1,0,60,64,2,geneve10,6e:12:8e:60:66:fc,0,0,1469720,1134431,225186,5090,91857.50,70901.94,318.1250,0.02,0.01,1,1,1,1,yes,overlay-unsupported
hp1-hp3,geneve,cell-01,2,0,60,64,2,geneve10,6e:12:8e:60:66:fc,0,0,1359337,1040931,205772,4342,453112.33,346977.00,1447.3333,0.02,0.01,1,1,1,1,yes,overlay-unsupported
hp1-hp3,geneve,cell-01,3,0,60,64,2,geneve10,6e:12:8e:60:66:fc,0,0,1846136,1376606,267490,4627,615378.67,458868.67,1542.3333,0.02,0.00,1,1,1,1,yes,overlay-unsupported
hp1-hp3,geneve,cell-02,1,1,60,64,2,geneve10,6e:12:8e:60:66:fc,0,0,1428639,1104573,218469,4595,476213.00,368191.00,1531.6667,0.02,0.00,1,1,1,1,yes,overlay-unsupported
hp1-hp3,geneve,cell-02,2,1,60,64,2,geneve10,6e:12:8e:60:66:fc,0,0,839783,661030,131601,3063,279927.67,220343.33,1021.0000,0.01,0.00,1,1,1,1,yes,overlay-unsupported
hp1-hp3,geneve,cell-02,3,1,60,64,2,geneve10,6e:12:8e:60:66:fc,0,0,1553568,1195306,238673,5397,517856.00,398435.33,1799.0000,0.02,0.00,1,1,1,1,yes,overlay-unsupported
