time,srcaddress,srcport,dstaddr,dstport,transferid,istart,iend,bytes,speed,writecnt,writeerr,tcpretry,tcpcwnd,tcppcwnd,tcprtt,tcprttvar
-0700:20260611050703.990442,172.16.40.122,39354,172.16.40.174,5001,4,3.0,4.0,29229056,233832448,223,0,0,248,176,4248,125
-0700:20260611050703.990373,172.16.40.122,39364,172.16.40.174,5001,3,3.0,4.0,29753344,238026752,227,0,0,229,162,4264,120
-0700:20260611050703.990373,172.16.40.122,0,172.16.40.174,5001,-1,3.0,4.0,117440512,939524096,896,0,0,4123386547980468224,0,0,0
-0700:20260611050704.990442,172.16.40.122,39354,172.16.40.174,5001,4,4.0,5.0,28966912,231735296,221,0,0,248,176,4251,111
-0700:20260611050704.990373,172.16.40.122,39332,172.16.40.174,5001,2,4.0,5.0,29229056,233832448,223,0,0,210,149,4266,141
-0700:20260611050704.990373,172.16.40.122,39364,172.16.40.174,5001,3,4.0,5.0,29229056,233832448,223,0,0,247,175,4252,127
-0700:20260611050704.990374,172.16.40.122,39330,172.16.40.174,5001,1,4.0,5.0,29622272,236978176,226,0,0,230,163,4249,121
-0700:20260611050704.990373,172.16.40.122,0,172.16.40.174,5001,-1,4.0,5.0,117047296,936378368,893,0,0,4123386547980468224,0,0,0
-0700:20260611050705.990442,172.16.40.122,39354,172.16.40.174,5001,4,5.0,6.0,29491200,235929600,225,0,0,248,176,4301,128
-0700:20260611050705.990373,172.16.40.122,39332,172.16.40.174,5001,2,5.0,6.0,29229056,233832448,223,0,0,210,149,4300,137
-0700:20260611050705.990373,172.16.40.122,39364,172.16.40.174,5001,3,5.0,6.0,29229056,233832448,223,0,0,247,175,4299,130
-0700:20260611050705.990374,172.16.40.122,39330,172.16.40.174,5001,1,5.0,6.0,29097984,232783872,222,0,0,230,163,4260,113
-0700:20260611050705.990373,172.16.40.122,0,172.16.40.174,5001,-1,5.0,6.0,117047296,936378368,893,0,0,4123386547980468224,0,0,0
-0700:20260611050706.990442,172.16.40.122,39354,172.16.40.174,5001,4,6.0,7.0,29360128,234881024,224,0,0,248,176,4225,126
-0700:20260611050706.990373,172.16.40.122,39332,172.16.40.174,5001,2,6.0,7.0,29229056,233832448,223,0,0,210,149,4292,141
-0700:20260611050706.990373,172.16.40.122,39364,172.16.40.174,5001,3,6.0,7.0,29491200,235929600,225,0,0,318,225,4284,146
-0700:20260611050706.990374,172.16.40.122,39330,172.16.40.174,5001,1,6.0,7.0,29360128,234881024,224,0,0,238,169,4345,142
-0700:20260611050706.990373,172.16.40.122,0,172.16.40.174,5001,-1,6.0,7.0,117440512,939524096,896,0,0,4123386547980468224,0,0,0
-0700:20260611050707.990442,172.16.40.122,39354,172.16.40.174,5001,4,7.0,8.0,28966912,231735296,221,0,0,248,176,4267,96
-0700:20260611050707.990373,172.16.40.122,39332,172.16.40.174,5001,2,7.0,8.0,29360128,234881024,224,0,0,210,149,4229,160
-0700:20260611050707.990374,172.16.40.122,39330,172.16.40.174,5001,1,7.0,8.0,29360128,234881024,224,0,0,261,185,4224,123
-0700:20260611050707.990373,172.16.40.122,39364,172.16.40.174,5001,3,7.0,8.0,29360128,234881024,224,0,0,318,225,4303,148
-0700:20260611050707.990373,172.16.40.122,0,172.16.40.174,5001,-1,7.0,8.0,117047296,936378368,893,0,0,4123386547980468224,0,0,0
-0700:20260611050708.990442,172.16.40.122,39354,172.16.40.174,5001,4,8.0,9.0,29229056,233832448,223,0,0,248,176,4279,120
-0700:20260611050708.990373,172.16.40.122,39332,172.16.40.174,5001,2,8.0,9.0,29491200,235929600,225,0,0,210,149,4284,133
-0700:20260611050708.990373,172.16.40.122,39364,172.16.40.174,5001,3,8.0,9.0,29360128,234881024,224,0,0,318,225,4242,148
-0700:20260611050708.990374,172.16.40.122,39330,172.16.40.174,5001,1,8.0,9.0,29360128,234881024,224,0,0,261,185,4249,117
-0700:20260611050708.990373,172.16.40.122,0,172.16.40.174,5001,-1,8.0,9.0,117440512,939524096,896,0,0,4123386547980468224,0,0,0
-0700:20260611050709.990442,172.16.40.122,39354,172.16.40.174,5001,4,9.0,10.0,29622272,236978176,226,0,0,248,176,4249,115
-0700:20260611050709.990373,172.16.40.122,39332,172.16.40.174,5001,2,9.0,10.0,29229056,233832448,223,0,0,210,149,4281,143
-0700:20260611050709.990373,172.16.40.122,39364,172.16.40.174,5001,3,9.0,10.0,29360128,234881024,224,0,0,318,225,4253,150
-0700:20260611050709.990374,172.16.40.122,39330,172.16.40.174,5001,1,9.0,10.0,29229056,233832448,223,0,0,261,185,4267,116
-0700:20260611050709.990373,172.16.40.122,0,172.16.40.174,5001,-1,9.0,10.0,117440512,939524096,896,0,0,4123386547980468224,0,0,0
-0700:20260611050710.990442,172.16.40.122,39354,172.16.40.174,5001,4,10.0,11.0,28966912,231735296,221,0,0,248,176,4252,116
-0700:20260611050710.990373,172.16.40.122,39332,172.16.40.174,5001,2,10.0,11.0,29229056,233832448,223,0,0,210,149,4252,149
-0700:20260611050710.990374,172.16.40.122,39330,172.16.40.174,5001,1,10.0,11.0,29360128,234881024,224,0,0,261,185,4273,111
-0700:20260611050710.990373,172.16.40.122,39364,172.16.40.174,5001,3,10.0,11.0,29229056,233832448,223,0,0,318,225,4310,141
-0700:20260611050710.990373,172.16.40.122,0,172.16.40.174,5001,-1,10.0,11.0,116785152,934281216,891,0,0,4123386547980468224,0,0,0
-0700:20260611050711.990442,172.16.40.122,39354,172.16.40.174,5001,4,11.0,12.0,29491200,235929600,225,0,0,248,176,4287,107
-0700:20260611050711.990373,172.16.40.122,39332,172.16.40.174,5001,2,11.0,12.0,29229056,233832448,223,0,0,210,149,4294,144
-0700:20260611050711.990373,172.16.40.122,39364,172.16.40.174,5001,3,11.0,12.0,29360128,234881024,224,0,0,318,225,4227,154
-0700:20260611050711.990374,172.16.40.122,39330,172.16.40.174,5001,1,11.0,12.0,29360128,234881024,224,0,0,261,185,4257,122
-0700:20260611050711.990373,172.16.40.122,0,172.16.40.174,5001,-1,11.0,12.0,117440512,939524096,896,0,0,4123386547980468224,0,0,0
-0700:20260611050712.990373,172.16.40.122,39332,172.16.40.174,5001,2,12.0,13.0,29097984,232783872,222,0,0,210,149,4540,523
-0700:20260611050712.990374,172.16.40.122,39330,172.16.40.174,5001,1,12.0,13.0,28704768,229638144,219,0,0,261,185,4292,108
-0700:20260611050712.990442,172.16.40.122,39354,172.16.40.174,5001,4,12.0,13.0,30015488,240123904,229,0,0,400,283,4265,129
-0700:20260611050712.990373,172.16.40.122,39364,172.16.40.174,5001,3,12.0,13.0,29360128,234881024,224,0,0,318,225,4243,136
-0700:20260611050712.990373,172.16.40.122,0,172.16.40.174,5001,-1,12.0,13.0,117178368,937426944,894,0,0,4123386547980468224,0,0,0
-0700:20260611050713.990374,172.16.40.122,39330,172.16.40.174,5001,1,13.0,14.0,29360128,234881024,224,0,0,261,185,4329,117
-0700:20260611050713.990442,172.16.40.122,39354,172.16.40.174,5001,4,13.0,14.0,28835840,230686720,220,0,0,400,283,4301,145
-0700:20260611050713.990373,172.16.40.122,39332,172.16.40.174,5001,2,13.0,14.0,29229056,233832448,223,0,0,210,149,4235,170
-0700:20260611050713.990373,172.16.40.122,39364,172.16.40.174,5001,3,13.0,14.0,28704768,229638144,219,0,0,318,225,4301,139
-0700:20260611050713.990373,172.16.40.122,0,172.16.40.174,5001,-1,13.0,14.0,116129792,929038336,886,0,0,4123386547980468224,0,0,0
-0700:20260611050714.990373,172.16.40.122,39332,172.16.40.174,5001,2,14.0,15.0,29229056,233832448,223,0,0,210,149,4249,143
-0700:20260611050714.990373,172.16.40.122,39364,172.16.40.174,5001,3,14.0,15.0,29360128,234881024,224,0,0,318,225,4295,165
-0700:20260611050714.990374,172.16.40.122,39330,172.16.40.174,5001,1,14.0,15.0,29229056,233832448,223,0,0,261,185,4220,127
-0700:20260611050714.990442,172.16.40.122,39354,172.16.40.174,5001,4,14.0,15.0,29622272,236978176,226,0,0,400,283,4260,141
-0700:20260611050714.990373,172.16.40.122,0,172.16.40.174,5001,-1,14.0,15.0,117440512,939524096,896,0,0,4123386547980468224,0,0,0
-0700:20260611050715.990442,172.16.40.122,39354,172.16.40.174,5001,4,15.0,16.0,28835840,230686720,220,0,0,400,283,4272,156
-0700:20260611050715.990373,172.16.40.122,39332,172.16.40.174,5001,2,15.0,16.0,29229056,233832448,223,0,0,210,149,4295,140
-0700:20260611050715.990374,172.16.40.122,39330,172.16.40.174,5001,1,15.0,16.0,29360128,234881024,224,0,0,261,185,4257,118
-0700:20260611050715.990373,172.16.40.122,39364,172.16.40.174,5001,3,15.0,16.0,29360128,234881024,224,0,0,318,225,4260,150
-0700:20260611050715.990373,172.16.40.122,0,172.16.40.174,5001,-1,15.0,16.0,116785152,934281216,891,0,0,4123386547980468224,0,0,0
-0700:20260611050716.990373,172.16.40.122,39332,172.16.40.174,5001,2,16.0,17.0,29229056,233832448,223,0,0,210,149,4269,140
-0700:20260611050716.990442,172.16.40.122,39354,172.16.40.174,5001,4,16.0,17.0,29884416,239075328,228,0,0,400,283,4308,144
-0700:20260611050716.990373,172.16.40.122,39364,172.16.40.174,5001,3,16.0,17.0,29229056,233832448,223,0,0,318,225,4259,146
-0700:20260611050716.990374,172.16.40.122,39330,172.16.40.174,5001,1,16.0,17.0,29360128,234881024,224,0,0,261,185,4294,113
-0700:20260611050716.990373,172.16.40.122,0,172.16.40.174,5001,-1,16.0,17.0,117702656,941621248,898,0,0,4123386547980468224,0,0,0
-0700:20260611050717.990442,172.16.40.122,39354,172.16.40.174,5001,4,17.0,18.0,28704768,229638144,219,0,0,400,283,4491,462
-0700:20260611050717.990373,172.16.40.122,39332,172.16.40.174,5001,2,17.0,18.0,29753344,238026752,227,0,0,210,149,4254,159
-0700:20260611050717.990373,172.16.40.122,39364,172.16.40.174,5001,3,17.0,18.0,29360128,234881024,224,0,0,318,225,4384,206
-0700:20260611050717.990374,172.16.40.122,39330,172.16.40.174,5001,1,17.0,18.0,29360128,234881024,224,0,0,261,185,4244,116
-0700:20260611050717.990373,172.16.40.122,0,172.16.40.174,5001,-1,17.0,18.0,117178368,937426944,894,0,0,4123386547980468224,0,0,0
-0700:20260611050718.990373,172.16.40.122,39332,172.16.40.174,5001,2,18.0,19.0,28966912,231735296,221,0,0,210,149,4290,132
-0700:20260611050718.990374,172.16.40.122,39330,172.16.40.174,5001,1,18.0,19.0,29229056,233832448,223,0,0,261,185,4262,121
-0700:20260611050718.990442,172.16.40.122,39354,172.16.40.174,5001,4,18.0,19.0,29753344,238026752,227,0,0,400,283,4241,138
-0700:20260611050718.990373,172.16.40.122,39364,172.16.40.174,5001,3,18.0,19.0,29360128,234881024,224,0,0,318,225,4223,157
-0700:20260611050718.990373,172.16.40.122,0,172.16.40.174,5001,-1,18.0,19.0,117309440,938475520,895,0,0,4123386547980468224,0,0,0
-0700:20260611050719.990442,172.16.40.122,39354,172.16.40.174,5001,4,19.0,20.0,28835840,230686720,220,0,0,400,283,4258,135
-0700:20260611050719.990373,172.16.40.122,39332,172.16.40.174,5001,2,19.0,20.0,29753344,238026752,227,0,0,210,149,4219,157
-0700:20260611050719.990373,172.16.40.122,39364,172.16.40.174,5001,3,19.0,20.0,29360128,234881024,224,0,0,318,225,4244,139
-0700:20260611050719.990374,172.16.40.122,39330,172.16.40.174,5001,1,19.0,20.0,29360128,234881024,224,0,0,261,185,4300,111
-0700:20260611050719.990373,172.16.40.122,0,172.16.40.174,5001,-1,19.0,20.0,117309440,938475520,895,0,0,4123386547980468224,0,0,0
-0700:20260611050720.990442,172.16.40.122,39354,172.16.40.174,5001,4,20.0,21.0,29622272,236978176,226,0,0,400,283,4341,143
-0700:20260611050720.990373,172.16.40.122,39332,172.16.40.174,5001,2,20.0,21.0,29360128,234881024,224,0,0,315,223,4299,150
-0700:20260611050720.990374,172.16.40.122,39330,172.16.40.174,5001,1,20.0,21.0,29360128,234881024,224,0,0,261,185,4224,127
-0700:20260611050720.990373,172.16.40.122,39364,172.16.40.174,5001,3,20.0,21.0,29360128,234881024,224,0,0,318,225,4287,136
-0700:20260611050720.990373,172.16.40.122,0,172.16.40.174,5001,-1,20.0,21.0,117702656,941621248,898,0,0,4123386547980468224,0,0,0
-0700:20260611050721.990442,172.16.40.122,39354,172.16.40.174,5001,4,21.0,22.0,28835840,230686720,220,0,0,400,283,4252,146
-0700:20260611050721.990373,172.16.40.122,39332,172.16.40.174,5001,2,21.0,22.0,29360128,234881024,224,0,0,315,223,4305,112
-0700:20260611050721.990373,172.16.40.122,39364,172.16.40.174,5001,3,21.0,22.0,28573696,228589568,218,0,0,318,225,4247,151
-0700:20260611050721.990374,172.16.40.122,39330,172.16.40.174,5001,1,21.0,22.0,29229056,233832448,223,0,0,261,185,4255,118
-0700:20260611050721.990373,172.16.40.122,0,172.16.40.174,5001,-1,21.0,22.0,115998720,927989760,885,0,0,4123386547980468224,0,0,0
-0700:20260611050722.990373,172.16.40.122,39332,172.16.40.174,5001,2,22.0,23.0,29229056,233832448,223,0,0,315,223,4276,93
-0700:20260611050722.990373,172.16.40.122,39364,172.16.40.174,5001,3,22.0,23.0,29491200,235929600,225,0,0,318,225,4256,147
-0700:20260611050722.990442,172.16.40.122,39354,172.16.40.174,5001,4,22.0,23.0,29622272,236978176,226,0,0,400,283,4278,156
-0700:20260611050722.990374,172.16.40.122,39330,172.16.40.174,5001,1,22.0,23.0,29360128,234881024,224,0,0,261,185,4294,111
-0700:20260611050722.990373,172.16.40.122,0,172.16.40.174,5001,-1,22.0,23.0,117702656,941621248,898,0,0,4123386547980468224,0,0,0
-0700:20260611050723.990442,172.16.40.122,39354,172.16.40.174,5001,4,23.0,24.0,28966912,231735296,221,0,0,400,283,4304,142
-0700:20260611050723.990373,172.16.40.122,39364,172.16.40.174,5001,3,23.0,24.0,29229056,233832448,223,0,0,318,225,4297,135
-0700:20260611050723.990374,172.16.40.122,39330,172.16.40.174,5001,1,23.0,24.0,28704768,229638144,219,0,0,261,185,4679,725
-0700:20260611050723.990373,172.16.40.122,39332,172.16.40.174,5001,2,23.0,24.0,29360128,234881024,224,0,0,315,223,4273,133
-0700:20260611050723.990373,172.16.40.122,0,172.16.40.174,5001,-1,23.0,24.0,116260864,930086912,887,0,0,4123386547980468224,0,0,0
-0700:20260611050724.990374,172.16.40.122,39330,172.16.40.174,5001,1,24.0,25.0,29360128,234881024,224,0,0,261,185,4246,121
-0700:20260611050724.990442,172.16.40.122,39354,172.16.40.174,5001,4,24.0,25.0,29622272,236978176,226,0,0,400,283,4211,160
-0700:20260611050724.990373,172.16.40.122,39332,172.16.40.174,5001,2,24.0,25.0,29360128,234881024,224,0,0,315,223,4311,121
-0700:20260611050724.990373,172.16.40.122,39364,172.16.40.174,5001,3,24.0,25.0,29360128,234881024,224,0,0,318,225,4214,147
-0700:20260611050724.990373,172.16.40.122,0,172.16.40.174,5001,-1,24.0,25.0,117702656,941621248,898,0,0,4123386547980468224,0,0,0
-0700:20260611050725.990442,172.16.40.122,39354,172.16.40.174,5001,4,25.0,26.0,29360128,234881024,224,0,0,400,283,4232,151
-0700:20260611050725.990373,172.16.40.122,39332,172.16.40.174,5001,2,25.0,26.0,28704768,229638144,219,0,0,315,223,4294,105
-0700:20260611050725.990373,172.16.40.122,39364,172.16.40.174,5001,3,25.0,26.0,29491200,235929600,225,0,0,318,225,4232,154
-0700:20260611050725.990374,172.16.40.122,39330,172.16.40.174,5001,1,25.0,26.0,29360128,234881024,224,0,0,261,185,4270,110
-0700:20260611050725.990373,172.16.40.122,0,172.16.40.174,5001,-1,25.0,26.0,116916224,935329792,892,0,0,4123386547980468224,0,0,0
-0700:20260611050726.990442,172.16.40.122,39354,172.16.40.174,5001,4,26.0,27.0,29097984,232783872,222,0,0,400,283,4282,139
-0700:20260611050726.990373,172.16.40.122,39332,172.16.40.174,5001,2,26.0,27.0,29360128,234881024,224,0,0,315,223,4292,162
-0700:20260611050726.990374,172.16.40.122,39330,172.16.40.174,5001,1,26.0,27.0,29229056,233832448,223,0,0,261,185,4382,249
-0700:20260611050726.990373,172.16.40.122,39364,172.16.40.174,5001,3,26.0,27.0,29360128,234881024,224,0,0,318,225,4275,152
-0700:20260611050726.990373,172.16.40.122,0,172.16.40.174,5001,-1,26.0,27.0,117047296,936378368,893,0,0,4123386547980468224,0,0,0
-0700:20260611050727.990373,172.16.40.122,39332,172.16.40.174,5001,2,27.0,28.0,29360128,234881024,224,0,0,315,223,4308,141
-0700:20260611050727.990373,172.16.40.122,39364,172.16.40.174,5001,3,27.0,28.0,28704768,229638144,219,0,0,318,225,4289,138
-0700:20260611050727.990374,172.16.40.122,39330,172.16.40.174,5001,1,27.0,28.0,29360128,234881024,224,0,0,261,185,4225,125
-0700:20260611050727.990442,172.16.40.122,39354,172.16.40.174,5001,4,27.0,28.0,29622272,236978176,226,0,0,400,283,4285,131
-0700:20260611050727.990373,172.16.40.122,0,172.16.40.174,5001,-1,27.0,28.0,117047296,936378368,893,0,0,4123386547980468224,0,0,0
-0700:20260611050728.990373,172.16.40.122,39364,172.16.40.174,5001,3,28.0,29.0,29229056,233832448,223,0,0,318,225,4244,142
-0700:20260611050728.990442,172.16.40.122,39354,172.16.40.174,5001,4,28.0,29.0,28835840,230686720,220,0,0,400,283,4251,139
-0700:20260611050728.990373,172.16.40.122,39332,172.16.40.174,5001,2,28.0,29.0,29360128,234881024,224,0,0,315,223,4355,142
-0700:20260611050728.990374,172.16.40.122,39330,172.16.40.174,5001,1,28.0,29.0,29360128,234881024,224,0,0,261,185,4270,113
-0700:20260611050728.990373,172.16.40.122,0,172.16.40.174,5001,-1,28.0,29.0,116785152,934281216,891,0,0,4123386547980468224,0,0,0
-0700:20260611050729.990373,172.16.40.122,39332,172.16.40.174,5001,2,29.0,30.0,29491200,235929600,225,0,0,315,223,4318,113
-0700:20260611050729.990373,172.16.40.122,39364,172.16.40.174,5001,3,29.0,30.0,29491200,235929600,225,0,0,318,225,4290,132
-0700:20260611050729.990374,172.16.40.122,39330,172.16.40.174,5001,1,29.0,30.0,29360128,234881024,224,0,0,261,185,4554,551
-0700:20260611050729.990442,172.16.40.122,39354,172.16.40.174,5001,4,29.0,30.0,29622272,236978176,226,0,0,400,283,4277,147
-0700:20260611050729.990373,172.16.40.122,0,172.16.40.174,5001,-1,29.0,30.0,117964800,943718400,900,0,0,4123386547980468224,0,0,0
-0700:20260611050730.990442,172.16.40.122,39354,172.16.40.174,5001,4,30.0,31.0,28835840,230686720,220,0,0,400,283,4561,445
-0700:20260611050730.990373,172.16.40.122,39364,172.16.40.174,5001,3,30.0,31.0,29229056,233832448,223,0,0,318,225,4291,139
-0700:20260611050730.990373,172.16.40.122,39332,172.16.40.174,5001,2,30.0,31.0,29360128,234881024,224,0,0,315,223,4305,152
-0700:20260611050730.990374,172.16.40.122,39330,172.16.40.174,5001,1,30.0,31.0,29229056,233832448,223,0,0,261,185,4246,122
-0700:20260611050730.990373,172.16.40.122,0,172.16.40.174,5001,-1,30.0,31.0,116654080,933232640,890,0,0,4123386547980468224,0,0,0
-0700:20260611050731.990373,172.16.40.122,39332,172.16.40.174,5001,2,31.0,32.0,28573696,228589568,218,0,0,315,223,4344,137
-0700:20260611050731.990442,172.16.40.122,39354,172.16.40.174,5001,4,31.0,32.0,29622272,236978176,226,0,0,400,283,4223,152
-0700:20260611050731.990373,172.16.40.122,39364,172.16.40.174,5001,3,31.0,32.0,29360128,234881024,224,0,0,318,225,4235,138
-0700:20260611050731.990374,172.16.40.122,39330,172.16.40.174,5001,1,31.0,32.0,29360128,234881024,224,0,0,261,185,4267,128
-0700:20260611050731.990373,172.16.40.122,0,172.16.40.174,5001,-1,31.0,32.0,116916224,935329792,892,0,0,4123386547980468224,0,0,0
-0700:20260611050732.990373,172.16.40.122,39332,172.16.40.174,5001,2,32.0,33.0,29491200,235929600,225,0,0,315,223,4248,132
-0700:20260611050732.990374,172.16.40.122,39330,172.16.40.174,5001,1,32.0,33.0,28704768,229638144,219,0,0,261,185,4307,114
-0700:20260611050732.990442,172.16.40.122,39354,172.16.40.174,5001,4,32.0,33.0,28835840,230686720,220,0,0,400,283,4256,133
-0700:20260611050732.990373,172.16.40.122,39364,172.16.40.174,5001,3,32.0,33.0,29491200,235929600,225,0,0,318,225,4257,140
-0700:20260611050732.990373,172.16.40.122,0,172.16.40.174,5001,-1,32.0,33.0,116523008,932184064,889,0,0,4123386547980468224,0,0,0
-0700:20260611050733.990373,172.16.40.122,39332,172.16.40.174,5001,2,33.0,34.0,29360128,234881024,224,0,0,315,223,4330,131
-0700:20260611050733.990374,172.16.40.122,39330,172.16.40.174,5001,1,33.0,34.0,29360128,234881024,224,0,0,261,185,4363,176
-0700:20260611050733.990442,172.16.40.122,39354,172.16.40.174,5001,4,33.0,34.0,29753344,238026752,227,0,0,400,283,4290,142
-0700:20260611050733.990373,172.16.40.122,39364,172.16.40.174,5001,3,33.0,34.0,29229056,233832448,223,0,0,318,225,4299,152
-0700:20260611050733.990373,172.16.40.122,0,172.16.40.174,5001,-1,33.0,34.0,117702656,941621248,898,0,0,4123386547980468224,0,0,0
-0700:20260611050734.990442,172.16.40.122,39354,172.16.40.174,5001,4,34.0,35.0,28704768,229638144,219,0,0,400,283,4246,153
-0700:20260611050734.990374,172.16.40.122,39330,172.16.40.174,5001,1,34.0,35.0,29360128,234881024,224,0,0,261,185,4232,127
-0700:20260611050734.990373,172.16.40.122,39332,172.16.40.174,5001,2,34.0,35.0,29360128,234881024,224,0,0,315,223,4338,133
-0700:20260611050734.990373,172.16.40.122,39364,172.16.40.174,5001,3,34.0,35.0,29360128,234881024,224,0,0,318,225,4257,151
-0700:20260611050734.990373,172.16.40.122,0,172.16.40.174,5001,-1,34.0,35.0,116785152,934281216,891,0,0,4123386547980468224,0,0,0
-0700:20260611050735.990373,172.16.40.122,39364,172.16.40.174,5001,3,35.0,36.0,28704768,229638144,219,0,0,318,225,4274,156
-0700:20260611050735.990374,172.16.40.122,39330,172.16.40.174,5001,1,35.0,36.0,29229056,233832448,223,0,0,261,185,4278,113
-0700:20260611050735.990442,172.16.40.122,39354,172.16.40.174,5001,4,35.0,36.0,29753344,238026752,227,0,0,400,283,4271,157
-0700:20260611050735.990373,172.16.40.122,39332,172.16.40.174,5001,2,35.0,36.0,29360128,234881024,224,0,0,315,223,4289,108
-0700:20260611050735.990373,172.16.40.122,0,172.16.40.174,5001,-1,35.0,36.0,117047296,936378368,893,0,0,4123386547980468224,0,0,0
-0700:20260611050736.990442,172.16.40.122,39354,172.16.40.174,5001,4,36.0,37.0,28704768,229638144,219,0,0,400,283,4286,156
-0700:20260611050736.990373,172.16.40.122,39332,172.16.40.174,5001,2,36.0,37.0,29229056,233832448,223,0,0,315,223,4280,134
-0700:20260611050736.990373,172.16.40.122,39364,172.16.40.174,5001,3,36.0,37.0,29491200,235929600,225,0,0,318,225,4313,144
-0700:20260611050736.990374,172.16.40.122,39330,172.16.40.174,5001,1,36.0,37.0,29360128,234881024,224,0,0,261,185,4278,118
-0700:20260611050736.990373,172.16.40.122,0,172.16.40.174,5001,-1,36.0,37.0,116785152,934281216,891,0,0,4123386547980468224,0,0,0
-0700:20260611050737.990373,172.16.40.122,39332,172.16.40.174,5001,2,37.0,38.0,29360128,234881024,224,0,0,315,223,4307,149
-0700:20260611050737.990373,172.16.40.122,39364,172.16.40.174,5001,3,37.0,38.0,29360128,234881024,224,0,0,318,225,4217,159
-0700:20260611050737.990374,172.16.40.122,39330,172.16.40.174,5001,1,37.0,38.0,29360128,234881024,224,0,0,261,185,4246,113
-0700:20260611050737.990442,172.16.40.122,39354,172.16.40.174,5001,4,37.0,38.0,29753344,238026752,227,0,0,400,283,4220,155
-0700:20260611050737.990373,172.16.40.122,0,172.16.40.174,5001,-1,37.0,38.0,117833728,942669824,899,0,0,4123386547980468224,0,0,0
-0700:20260611050738.990442,172.16.40.122,39354,172.16.40.174,5001,4,38.0,39.0,28835840,230686720,220,0,0,400,283,4246,147
-0700:20260611050738.990374,172.16.40.122,39330,172.16.40.174,5001,1,38.0,39.0,29229056,233832448,223,0,0,261,185,4278,119
-0700:20260611050738.990373,172.16.40.122,39332,172.16.40.174,5001,2,38.0,39.0,29229056,233832448,223,0,0,315,223,4303,107
-0700:20260611050738.990373,172.16.40.122,39364,172.16.40.174,5001,3,38.0,39.0,29360128,234881024,224,0,0,318,225,4220,148
-0700:20260611050738.990373,172.16.40.122,0,172.16.40.174,5001,-1,38.0,39.0,116654080,933232640,890,0,0,4123386547980468224,0,0,0
-0700:20260611050739.990442,172.16.40.122,39354,172.16.40.174,5001,4,39.0,40.0,29622272,236978176,226,0,0,400,283,4301,147
-0700:20260611050739.990373,172.16.40.122,39332,172.16.40.174,5001,2,39.0,40.0,29491200,235929600,225,0,0,315,223,4242,134
-0700:20260611050739.990373,172.16.40.122,39364,172.16.40.174,5001,3,39.0,40.0,29229056,233832448,223,0,0,318,225,4276,141
-0700:20260611050739.990374,172.16.40.122,39330,172.16.40.174,5001,1,39.0,40.0,29360128,234881024,224,0,0,261,185,4638,586
-0700:20260611050739.990373,172.16.40.122,0,172.16.40.174,5001,-1,39.0,40.0,117702656,941621248,898,0,0,4123386547980468224,0,0,0
