pair,scenario,cell,rep,proto,sysctl,dur_s,scenario_iface,scenario_v4,mbps,retransmits,recv_sys_pct,recv_soft_pct,rps,rfs,cake,flower,kernel_has_sysctl,status
hp2-hp5,eth_ip,cell-02,1,tcp,1,60,enp1s0f0np0,10.10.0.5,9410.3,7251,14.19,11.49,1,1,1,1,yes,ok
hp2-hp5,eth_ip,cell-02,2,tcp,1,60,enp1s0f0np0,10.10.0.5,9411.7,2690,14.19,11.50,1,1,1,1,yes,ok
hp2-hp5,eth_ip,cell-02,3,tcp,1,60,enp1s0f0np0,10.10.0.5,9411.7,9015,14.25,11.40,1,1,1,1,yes,ok
hp2-hp5,eth_ip,cell-03,1,udp,0,60,enp1s0f0np0,10.10.0.5,8969.2,1031350,12.75,13.62,1,1,1,1,yes,ok
hp2-hp5,eth_ip,cell-03,2,udp,0,60,enp1s0f0np0,10.10.0.5,9052.4,3002542,12.74,16.16,1,1,1,1,yes,ok
hp2-hp5,eth_ip,cell-03,3,udp,0,60,enp1s0f0np0,10.10.0.5,9058.6,2349451,12.71,15.25,1,1,1,1,yes,ok
hp2-hp5,eth_ip,cell-04,1,udp,1,60,enp1s0f0np0,10.10.0.5,9001.3,2229638,12.80,14.03,1,1,1,1,yes,ok
hp2-hp5,eth_ip,cell-04,2,udp,1,60,enp1s0f0np0,10.10.0.5,8866.9,1227139,13.02,12.85,1,1,1,1,yes,ok
hp2-hp5,eth_ip,cell-04,3,udp,1,60,enp1s0f0np0,10.10.0.5,8993.0,1845047,12.76,14.13,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-01,1,tcp,0,60,vlan100,10.10.40.5,9386.3,7028,14.74,10.90,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-01,2,tcp,0,60,vlan100,10.10.40.5,9387.5,5307,14.78,10.87,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-01,3,tcp,0,60,vlan100,10.10.40.5,9386.8,8337,14.77,10.97,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-02,1,tcp,1,60,vlan100,10.10.40.5,9383.2,8544,14.73,10.91,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-02,2,tcp,1,60,vlan100,10.10.40.5,9387.1,8129,14.84,10.80,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-02,3,tcp,1,60,vlan100,10.10.40.5,9387.7,5804,14.74,10.94,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-03,1,udp,0,60,vlan100,10.10.40.5,7027.2,0,15.29,8.84,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-03,2,udp,0,60,vlan100,10.10.40.5,7015.7,0,15.41,8.84,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-03,3,udp,0,60,vlan100,10.10.40.5,7106.9,0,15.30,8.90,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-04,1,udp,1,60,vlan100,10.10.40.5,7119.6,0,15.04,9.04,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-04,2,udp,1,60,vlan100,10.10.40.5,7109.5,0,15.35,8.91,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-04,3,udp,1,60,vlan100,10.10.40.5,7019.0,0,15.27,8.90,1,1,1,1,yes,ok
hp2-hp5,qinq,cell-01,1,tcp,0,60,cvlan100,10.10.41.5,9302.9,11731,9.53,17.32,1,1,1,1,yes,ok
hp2-hp5,qinq,cell-01,2,tcp,0,60,cvlan100,10.10.41.5,9274.4,13288,9.54,17.34,1,1,1,1,yes,ok
hp2-hp5,qinq,cell-01,3,tcp,0,60,cvlan100,10.10.41.5,9345.8,11511,9.70,16.65,1,1,1,1,yes,ok
hp2-hp5,qinq,cell-02,1,tcp,1,60,cvlan100,10.10.41.5,9009.5,12538,9.95,17.39,1,1,1,1,yes,ok
hp2-hp5,qinq,cell-02,2,tcp,1,60,cvlan100,10.10.41.5,9281.2,10719,9.63,17.24,1,1,1,1,yes,ok
hp2-hp5,qinq,cell-02,3,tcp,1,60,cvlan100,10.10.41.5,8989.5,12313,9.79,17.79,1,1,1,1,yes,ok
hp2-hp5,qinq,cell-03,1,udp,0,60,cvlan100,10.10.41.5,5826.6,0,14.33,9.75,1,1,1,1,yes,ok
hp2-hp5,qinq,cell-03,2,udp,0,60,cvlan100,10.10.41.5,5780.4,0,14.41,9.63,1,1,1,1,yes,ok
hp2-hp5,qinq,cell-03,3,udp,0,60,cvlan100,10.10.41.5,5801.8,0,14.40,9.67,1,1,1,1,yes,ok
hp2-hp5,qinq,cell-04,1,udp,1,60,cvlan100,10.10.41.5,5794.3,0,14.35,9.66,1,1,1,1,yes,ok
hp2-hp5,qinq,cell-04,2,udp,1,60,cvlan100,10.10.41.5,5756.4,0,14.44,9.57,1,1,1,1,yes,ok
hp2-hp5,qinq,cell-04,3,udp,1,60,cvlan100,10.10.41.5,5795.5,0,14.35,9.71,1,1,1,1,yes,ok
hp2-hp5,vxlan,cell-01,1,tcp,0,60,vxlan10,192.168.100.2,9085.2,5398,11.45,14.67,1,1,1,1,yes,ok
hp2-hp5,vxlan,cell-01,2,tcp,0,60,vxlan10,192.168.100.2,9083.3,8573,11.52,14.39,1,1,1,1,yes,ok
hp2-hp5,vxlan,cell-01,3,tcp,0,60,vxlan10,192.168.100.2,9084.0,5863,11.48,14.55,1,1,1,1,yes,ok
hp2-hp5,vxlan,cell-02,1,tcp,1,60,vxlan10,192.168.100.2,9083.1,9534,11.52,14.35,1,1,1,1,yes,ok
hp2-hp5,vxlan,cell-02,2,tcp,1,60,vxlan10,192.168.100.2,9088.2,3812,11.30,14.88,1,1,1,1,yes,ok
hp2-hp5,vxlan,cell-02,3,tcp,1,60,vxlan10,192.168.100.2,9085.9,4887,11.30,15.00,1,1,1,1,yes,ok
hp2-hp5,vxlan,cell-03,1,udp,0,60,vxlan10,192.168.100.2,5915.9,0,10.03,14.61,1,1,1,1,yes,ok
hp2-hp5,vxlan,cell-03,2,udp,0,60,vxlan10,192.168.100.2,5921.2,0,10.04,14.73,1,1,1,1,yes,ok
hp2-hp5,vxlan,cell-03,3,udp,0,60,vxlan10,192.168.100.2,5851.7,0,10.43,14.39,1,1,1,1,yes,ok
hp2-hp5,vxlan,cell-04,1,udp,1,60,vxlan10,192.168.100.2,5940.4,0,10.01,14.63,1,1,1,1,yes,ok
hp2-hp5,vxlan,cell-04,2,udp,1,60,vxlan10,192.168.100.2,5961.6,0,10.00,14.76,1,1,1,1,yes,ok
hp2-hp5,vxlan,cell-04,3,udp,1,60,vxlan10,192.168.100.2,5913.6,55,10.06,14.75,1,1,1,1,yes,ok
hp2-hp5,mpls,cell-01,1,tcp,0,60,lo,10.10.43.5,9354.2,69847,8.60,15.08,1,1,1,1,yes,ok
hp2-hp5,mpls,cell-01,2,tcp,0,60,lo,10.10.43.5,9356.9,59898,8.92,15.45,1,1,1,1,yes,ok
hp2-hp5,mpls,cell-01,3,tcp,0,60,lo,10.10.43.5,9344.6,80910,8.98,15.47,1,1,1,1,yes,ok
hp2-hp5,mpls,cell-02,1,tcp,1,60,lo,10.10.43.5,9347.7,77808,8.75,15.44,1,1,1,1,yes,ok
hp2-hp5,mpls,cell-02,2,tcp,1,60,lo,10.10.43.5,9365.7,46522,8.52,15.11,1,1,1,1,yes,ok
hp2-hp5,mpls,cell-02,3,tcp,1,60,lo,10.10.43.5,9364.1,50645,8.61,15.23,1,1,1,1,yes,ok
hp2-hp5,mpls,cell-03,1,udp,0,60,lo,10.10.43.5,6602.6,0,4.88,12.03,1,1,1,1,yes,ok
hp2-hp5,mpls,cell-03,2,udp,0,60,lo,10.10.43.5,6606.4,0,4.73,11.42,1,1,1,1,yes,ok
hp2-hp5,mpls,cell-03,3,udp,0,60,lo,10.10.43.5,6627.8,0,4.65,12.04,1,1,1,1,yes,ok
hp2-hp5,mpls,cell-04,1,udp,1,60,lo,10.10.43.5,6562.3,0,5.15,12.02,1,1,1,1,yes,ok
hp2-hp5,mpls,cell-04,2,udp,1,60,lo,10.10.43.5,6620.0,0,4.65,12.32,1,1,1,1,yes,ok
hp2-hp5,mpls,cell-04,3,udp,1,60,lo,10.10.43.5,6628.1,0,4.73,12.32,1,1,1,1,yes,ok
hp2-hp5,ipip,cell-01,1,tcp,0,60,ipip0,10.10.42.5,9276.4,1863,13.14,13.77,1,1,1,1,yes,ok
hp2-hp5,ipip,cell-01,2,tcp,0,60,ipip0,10.10.42.5,9272.0,4925,11.68,15.13,1,1,1,1,yes,ok
hp2-hp5,ipip,cell-01,3,tcp,0,60,ipip0,10.10.42.5,9277.1,1744,13.74,13.65,1,1,1,1,yes,ok
hp2-hp5,ipip,cell-02,1,tcp,1,60,ipip0,10.10.42.5,9274.8,3441,13.73,13.60,1,1,1,1,yes,ok
hp2-hp5,ipip,cell-02,2,tcp,1,60,ipip0,10.10.42.5,9278.7,1338,12.52,14.37,1,1,1,1,yes,ok
hp2-hp5,ipip,cell-02,3,tcp,1,60,ipip0,10.10.42.5,9274.6,1852,11.77,14.76,1,1,1,1,yes,ok
hp2-hp5,ipip,cell-03,1,udp,0,60,ipip0,10.10.42.5,7075.6,0,10.50,14.26,1,1,1,1,yes,ok
hp2-hp5,ipip,cell-03,2,udp,0,60,ipip0,10.10.42.5,7076.8,0,10.43,14.49,1,1,1,1,yes,ok
hp2-hp5,ipip,cell-03,3,udp,0,60,ipip0,10.10.42.5,7110.8,0,10.21,14.62,1,1,1,1,yes,ok
hp2-hp5,ipip,cell-04,1,udp,1,60,ipip0,10.10.42.5,7121.3,0,10.64,14.18,1,1,1,1,yes,ok
hp2-hp5,ipip,cell-04,2,udp,1,60,ipip0,10.10.42.5,7173.4,0,10.35,14.53,1,1,1,1,yes,ok
hp2-hp5,ipip,cell-04,3,udp,1,60,ipip0,10.10.42.5,7153.4,0,10.12,14.81,1,1,1,1,yes,ok
hp2-hp5,gre,cell-01,1,tcp,0,60,gretest0,10.10.44.5,9248.0,1540,12.49,14.44,1,1,1,1,yes,ok
hp2-hp5,gre,cell-01,2,tcp,0,60,gretest0,10.10.44.5,9242.2,462,13.34,14.08,1,1,1,1,yes,ok
hp2-hp5,gre,cell-01,3,tcp,0,60,gretest0,10.10.44.5,9246.5,2159,12.76,14.14,1,1,1,1,yes,ok
hp2-hp5,gre,cell-02,1,tcp,1,60,gretest0,10.10.44.5,9251.7,5182,13.21,14.43,1,1,1,1,yes,ok
hp2-hp5,gre,cell-02,2,tcp,1,60,gretest0,10.10.44.5,9247.2,60,12.39,14.95,1,1,1,1,yes,ok
hp2-hp5,gre,cell-02,3,tcp,1,60,gretest0,10.10.44.5,9250.2,1272,13.20,14.19,1,1,1,1,yes,ok
hp2-hp5,gre,cell-03,1,udp,0,60,gretest0,10.10.44.5,7077.9,0,9.99,14.78,1,1,1,1,yes,ok
hp2-hp5,gre,cell-03,2,udp,0,60,gretest0,10.10.44.5,7055.2,0,10.27,14.62,1,1,1,1,yes,ok
hp2-hp5,gre,cell-03,3,udp,0,60,gretest0,10.10.44.5,7093.6,0,10.18,14.71,1,1,1,1,yes,ok
hp2-hp5,gre,cell-04,1,udp,1,60,gretest0,10.10.44.5,7097.9,0,10.13,14.80,1,1,1,1,yes,ok
hp2-hp5,gre,cell-04,2,udp,1,60,gretest0,10.10.44.5,7060.1,0,10.15,14.73,1,1,1,1,yes,ok
hp2-hp5,gre,cell-04,3,udp,1,60,gretest0,10.10.44.5,7082.3,0,10.33,14.65,1,1,1,1,yes,ok
hp2-hp5,geneve,cell-01,1,tcp,0,60,geneve10,192.168.101.2,9084.7,8994,11.96,13.91,1,1,1,1,yes,ok
hp2-hp5,geneve,cell-01,2,tcp,0,60,geneve10,192.168.101.2,9086.8,8268,11.71,14.53,1,1,1,1,yes,ok
hp2-hp5,geneve,cell-01,3,tcp,0,60,geneve10,192.168.101.2,9085.9,5682,12.05,13.66,1,1,1,1,yes,ok
hp2-hp5,geneve,cell-02,1,tcp,1,60,geneve10,192.168.101.2,9083.0,9279,12.03,13.61,1,1,1,1,yes,ok
hp2-hp5,geneve,cell-02,2,tcp,1,60,geneve10,192.168.101.2,9082.7,11728,12.03,13.58,1,1,1,1,yes,ok
hp2-hp5,geneve,cell-02,3,tcp,1,60,geneve10,192.168.101.2,9076.5,11714,12.09,13.50,1,1,1,1,yes,ok
hp2-hp5,geneve,cell-03,1,udp,0,60,geneve10,192.168.101.2,6197.0,0,9.85,14.93,1,1,1,1,yes,ok
hp2-hp5,geneve,cell-03,2,udp,0,60,geneve10,192.168.101.2,6223.6,0,10.02,14.88,1,1,1,1,yes,ok
hp2-hp5,geneve,cell-03,3,udp,0,60,geneve10,192.168.101.2,6231.6,0,9.85,14.98,1,1,1,1,yes,ok
hp2-hp5,geneve,cell-04,1,udp,1,60,geneve10,192.168.101.2,6263.1,0,9.89,15.04,1,1,1,1,yes,ok
hp2-hp5,geneve,cell-04,2,udp,1,60,geneve10,192.168.101.2,6247.8,0,10.02,14.95,1,1,1,1,yes,ok
hp2-hp5,geneve,cell-04,3,udp,1,60,geneve10,192.168.101.2,6256.9,0,9.80,15.00,1,1,1,1,yes,ok
