pair,scenario,cell,rep,sysctl,dur_s,pkt_size,threads,scenario_iface,scenario_mac,pps_sent,pps_recv,cycles,instructions,branches,branch_misses,cycles_per_pkt,ins_per_pkt,branch_miss_per_pkt,recv_sys_pct,recv_soft_pct,rps,rfs,cake,flower,kernel_has_sysctl,status
hp2-hp5,eth_ip,cell-01,1,0,60,64,2,enp1s0f0np0,f8:f2:1e:38:ab:80,4232723,1323281,540897444154,533331855161,94909136962,147677432,6812.58,6717.29,1.8600,12.54,19.21,1,1,1,1,yes,ok
hp2-hp5,eth_ip,cell-01,2,0,60,64,2,enp1s0f0np0,f8:f2:1e:38:ab:80,4209553,1279309,550948104560,535586059962,95434457741,154694384,7177.68,6977.54,2.0153,12.55,19.90,1,1,1,1,yes,ok
hp2-hp5,eth_ip,cell-01,3,0,60,64,2,enp1s0f0np0,f8:f2:1e:38:ab:80,4204181,1305838,543992519764,531830128730,94657346711,145211033,6943.08,6787.85,1.8534,12.55,19.44,1,1,1,1,yes,ok
hp2-hp5,eth_ip,cell-02,1,1,60,64,2,enp1s0f0np0,f8:f2:1e:38:ab:80,4201221,1337992,544860536227,529666644603,93147262233,149197760,6787.04,6597.78,1.8585,12.56,19.55,1,1,1,1,yes,ok
hp2-hp5,eth_ip,cell-02,2,1,60,64,2,enp1s0f0np0,f8:f2:1e:38:ab:80,4268536,1343590,545883885870,528021312429,92893331180,150193134,6771.46,6549.88,1.8631,12.56,19.58,1,1,1,1,yes,ok
hp2-hp5,eth_ip,cell-02,3,1,60,64,2,enp1s0f0np0,f8:f2:1e:38:ab:80,4194809,1331677,546650620640,530534362031,93326481482,150578118,6841.63,6639.92,1.8846,12.55,19.64,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-01,1,0,60,64,2,vlan100,f8:f2:1e:38:ab:80,4198749,1341812,546711228019,528380495676,92718748906,148147450,6790.71,6563.02,1.8401,12.56,19.73,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-01,2,0,60,64,2,vlan100,f8:f2:1e:38:ab:80,4197925,1329176,553445466108,531303630504,93301017955,153482723,6939.71,6662.07,1.9245,12.55,20.00,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-01,3,0,60,64,2,vlan100,f8:f2:1e:38:ab:80,4205627,1373162,544533063981,528067880359,92508674312,151135762,6609.23,6409.39,1.8344,12.55,19.58,1,1,1,1,yes,ok
hp2-hp5,vlan,cell-02,1,1,60,64,2,vlan100,f8:f2:1e:38:ab:80,4189459,1340893,548811718242,527897379153,92600242229,154230661,6821.47,6561.51,1.9170,12.56,19.89,1,1,1,1,yes,ok
