1781251373,50.5,2400000,0x0
1781251374,49.9,2400000,0x0
1781251375,51.0,2400000,0x0
1781251376,51.6,2400000,0x0
1781251377,50.5,2400000,0x0
1781251378,49.9,2400000,0x0
1781251379,50.5,2400000,0x0
1781251380,50.5,2400000,0x0
1781251381,49.4,2400000,0x0
1781251382,52.1,2400000,0x0
1781251383,51.6,2400000,0x0
1781251384,51.0,2400000,0x0
1781251385,51.0,2400000,0x0
1781251386,51.0,2400000,0x0
1781251387,50.5,2400000,0x0
1781251388,51.0,2400000,0x0
1781251389,51.0,2400000,0x0
1781251390,52.1,2400000,0x0
1781251391,52.7,2400000,0x0
1781251393,51.6,2400000,0x0
1781251394,52.1,2400000,0x0
1781251395,51.6,2400000,0x0
1781251396,52.1,2400000,0x0
1781251397,51.0,2400000,0x0
1781251398,52.7,2400000,0x0
1781251399,51.0,2400000,0x0
1781251400,51.0,2400000,0x0
1781251401,51.0,2400000,0x0
1781251402,52.1,2400000,0x0
1781251403,52.1,2400000,0x0
1781251404,51.0,2400000,0x0
1781251405,51.0,2400000,0x0
1781251406,52.1,2400000,0x0
1781251407,51.0,2400000,0x0
1781251408,52.1,2400000,0x0
1781251409,50.5,2400000,0x0
1781251410,51.0,2400000,0x0
1781251411,52.7,2400000,0x0
1781251412,51.0,2400000,0x0
1781251413,52.7,2400000,0x0
1781251414,51.6,2400000,0x0
1781251415,52.7,2400000,0x0
1781251416,52.1,2400000,0x0
1781251417,51.0,2400000,0x0
1781251418,52.1,2400000,0x0
1781251419,52.7,2400000,0x0
1781251420,52.7,2400000,0x0
1781251421,52.7,2400000,0x0
1781251422,52.1,2400000,0x0
1781251423,53.2,2400000,0x0
1781251424,52.7,2400000,0x0
1781251425,52.1,2400000,0x0
1781251426,51.0,2400000,0x0
1781251428,52.7,2400000,0x0
1781251429,52.7,2400000,0x0
1781251430,51.6,2400000,0x0
1781251431,52.7,2400000,0x0
1781251432,53.8,2400000,0x0
1781251433,51.6,2400000,0x0
1781251434,52.7,2400000,0x0
1781251435,53.2,2400000,0x0
1781251436,52.7,2400000,0x0
1781251437,53.2,2400000,0x0
1781251438,53.2,2400000,0x0
1781251439,53.2,2400000,0x0
1781251440,52.1,2400000,0x0
1781251441,51.6,2400000,0x0
1781251442,51.0,2400000,0x0
1781251443,52.1,2400000,0x0
1781251444,53.2,2400000,0x0
1781251445,52.7,2400000,0x0
1781251446,53.2,2400000,0x0
1781251447,53.2,2400000,0x0
1781251448,53.2,2400000,0x0
1781251449,52.7,2400000,0x0
1781251450,53.2,2400000,0x0
1781251451,53.2,2400000,0x0
1781251452,52.7,2400000,0x0
1781251453,53.8,2400000,0x0
1781251454,52.7,2400000,0x0
1781251455,53.2,2400000,0x0
1781251456,52.1,2400000,0x0
1781251457,53.8,2400000,0x0
1781251458,53.2,2400000,0x0
1781251459,53.8,2400000,0x0
1781251460,52.1,2400000,0x0
1781251461,53.2,2400000,0x0
1781251463,52.1,2400000,0x0
1781251464,53.2,2400000,0x0
1781251465,53.8,2400000,0x0
1781251466,53.2,2400000,0x0
1781251467,52.1,2400000,0x0
1781251468,52.1,2400000,0x0
1781251469,53.8,2400000,0x0
1781251470,53.2,2400000,0x0
1781251471,54.3,2400000,0x0
1781251472,54.3,2400000,0x0
1781251473,53.8,2400000,0x0
1781251474,52.1,2400000,0x0
1781251475,52.7,2400000,0x0
1781251476,53.8,2400000,0x0
1781251477,53.2,2400000,0x0
1781251478,52.7,2400000,0x0
1781251479,52.1,2400000,0x0
1781251480,53.8,2400000,0x0
1781251481,51.6,2400000,0x0
1781251482,53.8,2400000,0x0
1781251483,51.6,2400000,0x0
1781251484,53.2,2400000,0x0
1781251485,53.2,2400000,0x0
1781251486,54.3,2400000,0x0
1781251487,52.1,2400000,0x0
1781251488,52.7,2400000,0x0
1781251489,53.8,2400000,0x0
1781251490,53.8,2400000,0x0
1781251491,53.8,2400000,0x0
1781251492,53.2,2400000,0x0
1781251493,54.3,2400000,0x0
