time,srcaddress,srcport,dstaddr,dstport,transferid,istart,iend,bytes,speed,writecnt,writeerr,tcpretry,tcpcwnd,tcppcwnd,tcprtt,tcprttvar
-0700:20260612010304.786415,172.16.40.122,51244,172.16.40.174,5001,4,9.0,10.0,29753344,238026752,227,0,0,291,206,4277,146
-0700:20260612010304.786342,172.16.40.122,51240,172.16.40.174,5001,1,9.0,10.0,29491200,235929600,225,0,0,325,230,4289,134
-0700:20260612010304.786342,172.16.40.122,51238,172.16.40.174,5001,3,9.0,10.0,29753344,238026752,227,0,0,393,278,4289,111
-0700:20260612010304.786342,172.16.40.122,0,172.16.40.174,5001,-1,9.0,10.0,117833728,942669824,899,0,0,4048793462949019648,0,0,0
-0700:20260612010305.786342,172.16.40.122,51242,172.16.40.174,5001,2,10.0,11.0,29360128,234881024,224,0,0,268,190,4290,135
-0700:20260612010305.786342,172.16.40.122,51240,172.16.40.174,5001,1,10.0,11.0,29491200,235929600,225,0,0,325,230,4246,162
-0700:20260612010305.786415,172.16.40.122,51244,172.16.40.174,5001,4,10.0,11.0,29360128,234881024,224,0,0,291,206,4294,137
-0700:20260612010305.786342,172.16.40.122,51238,172.16.40.174,5001,3,10.0,11.0,29753344,238026752,227,0,0,393,278,4300,84
-0700:20260612010305.786342,172.16.40.122,0,172.16.40.174,5001,-1,10.0,11.0,117964800,943718400,900,0,0,4048793462949019648,0,0,0
-0700:20260612010306.786342,172.16.40.122,51242,172.16.40.174,5001,2,11.0,12.0,29360128,234881024,224,0,0,268,190,4252,147
-0700:20260612010306.786342,172.16.40.122,51238,172.16.40.174,5001,3,11.0,12.0,28704768,229638144,219,0,0,393,278,4251,138
-0700:20260612010306.786415,172.16.40.122,51244,172.16.40.174,5001,4,11.0,12.0,29229056,233832448,223,0,0,291,206,4244,155
-0700:20260612010306.786342,172.16.40.122,51240,172.16.40.174,5001,1,11.0,12.0,29360128,234881024,224,0,0,325,230,4251,150
-0700:20260612010306.786342,172.16.40.122,0,172.16.40.174,5001,-1,11.0,12.0,116654080,933232640,890,0,0,4048793462949019648,0,0,0
-0700:20260612010307.786342,172.16.40.122,51242,172.16.40.174,5001,2,12.0,13.0,29229056,233832448,223,0,0,268,190,4300,140
-0700:20260612010307.786342,172.16.40.122,51240,172.16.40.174,5001,1,12.0,13.0,29360128,234881024,224,0,0,325,230,4302,132
-0700:20260612010307.786342,172.16.40.122,51238,172.16.40.174,5001,3,12.0,13.0,29622272,236978176,226,0,0,393,278,4247,118
-0700:20260612010307.786415,172.16.40.122,51244,172.16.40.174,5001,4,12.0,13.0,29360128,234881024,224,0,0,291,206,4284,141
-0700:20260612010307.786342,172.16.40.122,0,172.16.40.174,5001,-1,12.0,13.0,117571584,940572672,897,0,0,4048793462949019648,0,0,0
-0700:20260612010308.786342,172.16.40.122,51238,172.16.40.174,5001,3,13.0,14.0,28835840,230686720,220,0,0,393,278,4307,113
-0700:20260612010308.786342,172.16.40.122,51242,172.16.40.174,5001,2,13.0,14.0,29491200,235929600,225,0,0,268,190,4321,116
-0700:20260612010308.786415,172.16.40.122,51244,172.16.40.174,5001,4,13.0,14.0,29360128,234881024,224,0,0,291,206,4310,150
-0700:20260612010308.786342,172.16.40.122,51240,172.16.40.174,5001,1,13.0,14.0,29360128,234881024,224,0,0,325,230,4233,153
-0700:20260612010308.786342,172.16.40.122,0,172.16.40.174,5001,-1,13.0,14.0,117047296,936378368,893,0,0,4048793462949019648,0,0,0
-0700:20260612010309.786342,172.16.40.122,51242,172.16.40.174,5001,2,14.0,15.0,29229056,233832448,223,0,0,268,190,4312,159
-0700:20260612010309.786342,172.16.40.122,51240,172.16.40.174,5001,1,14.0,15.0,28704768,229638144,219,0,0,325,230,4338,196
-0700:20260612010309.786342,172.16.40.122,51238,172.16.40.174,5001,3,14.0,15.0,29622272,236978176,226,0,0,393,278,4297,143
-0700:20260612010309.786415,172.16.40.122,51244,172.16.40.174,5001,4,14.0,15.0,29360128,234881024,224,0,0,291,206,4389,217
-0700:20260612010309.786342,172.16.40.122,0,172.16.40.174,5001,-1,14.0,15.0,116916224,935329792,892,0,0,4048793462949019648,0,0,0
-0700:20260612010310.786342,172.16.40.122,51240,172.16.40.174,5001,1,15.0,16.0,29360128,234881024,224,0,0,325,230,4301,149
-0700:20260612010310.786342,172.16.40.122,51238,172.16.40.174,5001,3,15.0,16.0,28835840,230686720,220,0,0,393,278,4250,130
-0700:20260612010310.786342,172.16.40.122,51242,172.16.40.174,5001,2,15.0,16.0,29360128,234881024,224,0,0,268,190,4290,145
-0700:20260612010310.786415,172.16.40.122,51244,172.16.40.174,5001,4,15.0,16.0,29229056,233832448,223,0,0,291,206,4251,171
-0700:20260612010310.786342,172.16.40.122,0,172.16.40.174,5001,-1,15.0,16.0,116785152,934281216,891,0,0,4048793462949019648,0,0,0
-0700:20260612010311.786342,172.16.40.122,51242,172.16.40.174,5001,2,16.0,17.0,28835840,230686720,220,0,0,268,190,4297,131
-0700:20260612010311.786342,172.16.40.122,51240,172.16.40.174,5001,1,16.0,17.0,29491200,235929600,225,0,0,325,230,4294,138
-0700:20260612010311.786342,172.16.40.122,51238,172.16.40.174,5001,3,16.0,17.0,29622272,236978176,226,0,0,393,278,4298,116
-0700:20260612010311.786415,172.16.40.122,51244,172.16.40.174,5001,4,16.0,17.0,29360128,234881024,224,0,0,291,206,4277,147
-0700:20260612010311.786342,172.16.40.122,0,172.16.40.174,5001,-1,16.0,17.0,117309440,938475520,895,0,0,4048793462949019648,0,0,0
-0700:20260612010312.786342,172.16.40.122,51242,172.16.40.174,5001,2,17.0,18.0,29360128,234881024,224,0,0,268,190,4253,150
-0700:20260612010312.786342,172.16.40.122,51238,172.16.40.174,5001,3,17.0,18.0,28835840,230686720,220,0,0,393,278,4407,222
-0700:20260612010312.786342,172.16.40.122,51240,172.16.40.174,5001,1,17.0,18.0,29360128,234881024,224,0,0,325,230,4251,157
-0700:20260612010312.786415,172.16.40.122,51244,172.16.40.174,5001,4,17.0,18.0,29360128,234881024,224,0,0,291,206,4674,731
-0700:20260612010312.786342,172.16.40.122,0,172.16.40.174,5001,-1,17.0,18.0,116916224,935329792,892,0,0,4048793462949019648,0,0,0
-0700:20260612010313.786415,172.16.40.122,51244,172.16.40.174,5001,4,18.0,19.0,28573696,228589568,218,0,0,291,206,4249,157
-0700:20260612010313.786342,172.16.40.122,51242,172.16.40.174,5001,2,18.0,19.0,29229056,233832448,223,0,0,268,190,4275,146
-0700:20260612010313.786342,172.16.40.122,51238,172.16.40.174,5001,3,18.0,19.0,29622272,236978176,226,0,0,393,278,4267,115
-0700:20260612010313.786342,172.16.40.122,51240,172.16.40.174,5001,1,18.0,19.0,29360128,234881024,224,0,0,325,230,4288,131
-0700:20260612010313.786342,172.16.40.122,0,172.16.40.174,5001,-1,18.0,19.0,116785152,934281216,891,0,0,4048793462949019648,0,0,0
-0700:20260612010314.786342,172.16.40.122,51242,172.16.40.174,5001,2,19.0,20.0,29360128,234881024,224,0,0,268,190,4316,129
-0700:20260612010314.786342,172.16.40.122,51240,172.16.40.174,5001,1,19.0,20.0,28704768,229638144,219,0,0,325,230,4610,619
-0700:20260612010314.786415,172.16.40.122,51244,172.16.40.174,5001,4,19.0,20.0,29360128,234881024,224,0,0,291,206,4287,146
-0700:20260612010314.786342,172.16.40.122,51238,172.16.40.174,5001,3,19.0,20.0,29622272,236978176,226,0,0,393,278,4267,114
-0700:20260612010314.786342,172.16.40.122,0,172.16.40.174,5001,-1,19.0,20.0,117047296,936378368,893,0,0,4048793462949019648,0,0,0
-0700:20260612010315.786342,172.16.40.122,51240,172.16.40.174,5001,1,20.0,21.0,29360128,234881024,224,0,0,325,230,4219,147
-0700:20260612010315.786415,172.16.40.122,51244,172.16.40.174,5001,4,20.0,21.0,29360128,234881024,224,0,0,291,206,4383,170
-0700:20260612010315.786342,172.16.40.122,51242,172.16.40.174,5001,2,20.0,21.0,29360128,234881024,224,0,0,268,190,4218,160
-0700:20260612010315.786342,172.16.40.122,51238,172.16.40.174,5001,3,20.0,21.0,28835840,230686720,220,0,0,393,278,4288,110
-0700:20260612010315.786342,172.16.40.122,0,172.16.40.174,5001,-1,20.0,21.0,116916224,935329792,892,0,0,4048793462949019648,0,0,0
-0700:20260612010316.786342,172.16.40.122,51242,172.16.40.174,5001,2,21.0,22.0,29229056,233832448,223,0,0,268,190,4257,151
-0700:20260612010316.786342,172.16.40.122,51240,172.16.40.174,5001,1,21.0,22.0,29360128,234881024,224,0,0,325,230,4284,144
-0700:20260612010316.786415,172.16.40.122,51244,172.16.40.174,5001,4,21.0,22.0,29360128,234881024,224,0,0,291,206,4240,171
-0700:20260612010316.786342,172.16.40.122,51238,172.16.40.174,5001,3,21.0,22.0,29622272,236978176,226,0,0,393,278,4274,120
-0700:20260612010316.786342,172.16.40.122,0,172.16.40.174,5001,-1,21.0,22.0,117571584,940572672,897,0,0,4048793462949019648,0,0,0
-0700:20260612010317.786342,172.16.40.122,51242,172.16.40.174,5001,2,22.0,23.0,29360128,234881024,224,0,0,268,190,4304,147
-0700:20260612010317.786342,172.16.40.122,51240,172.16.40.174,5001,1,22.0,23.0,29491200,235929600,225,0,0,325,230,4296,142
-0700:20260612010317.786342,172.16.40.122,51238,172.16.40.174,5001,3,22.0,23.0,28835840,230686720,220,0,0,393,278,4289,103
-0700:20260612010317.786415,172.16.40.122,51244,172.16.40.174,5001,4,22.0,23.0,29229056,233832448,223,0,0,291,206,4272,141
-0700:20260612010317.786342,172.16.40.122,0,172.16.40.174,5001,-1,22.0,23.0,116916224,935329792,892,0,0,4048793462949019648,0,0,0
-0700:20260612010318.786415,172.16.40.122,51244,172.16.40.174,5001,4,23.0,24.0,29360128,234881024,224,0,0,291,206,4298,125
-0700:20260612010318.786342,172.16.40.122,51242,172.16.40.174,5001,2,23.0,24.0,29360128,234881024,224,0,0,268,190,4251,147
-0700:20260612010318.786342,172.16.40.122,51240,172.16.40.174,5001,1,23.0,24.0,29360128,234881024,224,0,0,325,230,4257,147
-0700:20260612010318.786342,172.16.40.122,51238,172.16.40.174,5001,3,23.0,24.0,29622272,236978176,226,0,0,393,278,4297,111
-0700:20260612010318.786342,172.16.40.122,0,172.16.40.174,5001,-1,23.0,24.0,117702656,941621248,898,0,0,4048793462949019648,0,0,0
-0700:20260612010319.786342,172.16.40.122,51238,172.16.40.174,5001,3,24.0,25.0,28835840,230686720,220,0,0,393,278,4247,136
-0700:20260612010319.786342,172.16.40.122,51242,172.16.40.174,5001,2,24.0,25.0,29229056,233832448,223,0,0,268,190,4254,152
-0700:20260612010319.786342,172.16.40.122,51240,172.16.40.174,5001,1,24.0,25.0,29360128,234881024,224,0,0,325,230,4253,145
-0700:20260612010319.786415,172.16.40.122,51244,172.16.40.174,5001,4,24.0,25.0,29360128,234881024,224,0,0,291,206,4287,137
-0700:20260612010319.786342,172.16.40.122,0,172.16.40.174,5001,-1,24.0,25.0,116785152,934281216,891,0,0,4048793462949019648,0,0,0
-0700:20260612010320.786342,172.16.40.122,51242,172.16.40.174,5001,2,25.0,26.0,28835840,230686720,220,0,0,268,190,4282,149
-0700:20260612010320.786342,172.16.40.122,51240,172.16.40.174,5001,1,25.0,26.0,28704768,229638144,219,0,0,325,230,4307,142
-0700:20260612010320.786342,172.16.40.122,51238,172.16.40.174,5001,3,25.0,26.0,29622272,236978176,226,0,0,393,278,4274,117
-0700:20260612010320.786415,172.16.40.122,51244,172.16.40.174,5001,4,25.0,26.0,29229056,233832448,223,0,0,291,206,4254,158
-0700:20260612010320.786342,172.16.40.122,0,172.16.40.174,5001,-1,25.0,26.0,116391936,931135488,888,0,0,4048793462949019648,0,0,0
-0700:20260612010321.786342,172.16.40.122,51242,172.16.40.174,5001,2,26.0,27.0,29360128,234881024,224,0,0,268,190,4510,455
-0700:20260612010321.786342,172.16.40.122,51240,172.16.40.174,5001,1,26.0,27.0,29360128,234881024,224,0,0,325,230,4222,159
-0700:20260612010321.786342,172.16.40.122,51238,172.16.40.174,5001,3,26.0,27.0,28835840,230686720,220,0,0,393,278,4261,117
-0700:20260612010321.786415,172.16.40.122,51244,172.16.40.174,5001,4,26.0,27.0,29360128,234881024,224,0,0,291,206,4299,133
-0700:20260612010321.786342,172.16.40.122,0,172.16.40.174,5001,-1,26.0,27.0,116916224,935329792,892,0,0,4048793462949019648,0,0,0
-0700:20260612010322.786342,172.16.40.122,51242,172.16.40.174,5001,2,27.0,28.0,29360128,234881024,224,0,0,268,190,4236,169
-0700:20260612010322.786342,172.16.40.122,51240,172.16.40.174,5001,1,27.0,28.0,29360128,234881024,224,0,0,325,230,4258,145
-0700:20260612010322.786342,172.16.40.122,51238,172.16.40.174,5001,3,27.0,28.0,29622272,236978176,226,0,0,393,278,4244,135
-0700:20260612010322.786415,172.16.40.122,51244,172.16.40.174,5001,4,27.0,28.0,29360128,234881024,224,0,0,291,206,4369,174
-0700:20260612010322.786342,172.16.40.122,0,172.16.40.174,5001,-1,27.0,28.0,117702656,941621248,898,0,0,4048793462949019648,0,0,0
-0700:20260612010323.786342,172.16.40.122,51238,172.16.40.174,5001,3,28.0,29.0,28835840,230686720,220,0,0,393,278,4250,112
-0700:20260612010323.786342,172.16.40.122,51242,172.16.40.174,5001,2,28.0,29.0,29229056,233832448,223,0,0,268,190,4287,144
-0700:20260612010323.786342,172.16.40.122,51240,172.16.40.174,5001,1,28.0,29.0,29360128,234881024,224,0,0,325,230,4267,143
-0700:20260612010323.786415,172.16.40.122,51244,172.16.40.174,5001,4,28.0,29.0,29360128,234881024,224,0,0,291,206,4254,168
-0700:20260612010323.786342,172.16.40.122,0,172.16.40.174,5001,-1,28.0,29.0,116785152,934281216,891,0,0,4048793462949019648,0,0,0
-0700:20260612010324.786415,172.16.40.122,51244,172.16.40.174,5001,4,29.0,30.0,28573696,228589568,218,0,0,291,206,4273,153
-0700:20260612010324.786342,172.16.40.122,51242,172.16.40.174,5001,2,29.0,30.0,29491200,235929600,225,0,0,268,190,4279,138
-0700:20260612010324.786342,172.16.40.122,51238,172.16.40.174,5001,3,29.0,30.0,29622272,236978176,226,0,0,393,278,4299,104
-0700:20260612010324.786342,172.16.40.122,51240,172.16.40.174,5001,1,29.0,30.0,29491200,235929600,225,0,0,325,230,4328,144
-0700:20260612010324.786342,172.16.40.122,0,172.16.40.174,5001,-1,29.0,30.0,117178368,937426944,894,0,0,4048793462949019648,0,0,0
-0700:20260612010325.786342,172.16.40.122,51242,172.16.40.174,5001,2,30.0,31.0,29229056,233832448,223,0,0,268,190,4255,147
-0700:20260612010325.786342,172.16.40.122,51240,172.16.40.174,5001,1,30.0,31.0,28573696,228589568,218,0,0,325,230,4247,154
-0700:20260612010325.786415,172.16.40.122,51244,172.16.40.174,5001,4,30.0,31.0,29360128,234881024,224,0,0,291,206,4278,138
-0700:20260612010325.786342,172.16.40.122,51238,172.16.40.174,5001,3,30.0,31.0,29622272,236978176,226,0,0,393,278,4295,112
-0700:20260612010325.786342,172.16.40.122,0,172.16.40.174,5001,-1,30.0,31.0,116785152,934281216,891,0,0,4048793462949019648,0,0,0
-0700:20260612010326.786342,172.16.40.122,51240,172.16.40.174,5001,1,31.0,32.0,29360128,234881024,224,0,0,325,230,4296,141
-0700:20260612010326.786342,172.16.40.122,51238,172.16.40.174,5001,3,31.0,32.0,28835840,230686720,220,0,0,393,278,4243,121
-0700:20260612010326.786415,172.16.40.122,51244,172.16.40.174,5001,4,31.0,32.0,29360128,234881024,224,0,0,291,206,4262,152
-0700:20260612010326.786342,172.16.40.122,51242,172.16.40.174,5001,2,31.0,32.0,29360128,234881024,224,0,0,268,190,4287,139
-0700:20260612010326.786342,172.16.40.122,0,172.16.40.174,5001,-1,31.0,32.0,116916224,935329792,892,0,0,4048793462949019648,0,0,0
-0700:20260612010327.786342,172.16.40.122,51242,172.16.40.174,5001,2,32.0,33.0,29360128,234881024,224,0,0,268,190,4665,767
-0700:20260612010327.786342,172.16.40.122,51240,172.16.40.174,5001,1,32.0,33.0,29491200,235929600,225,0,0,325,230,4483,367
-0700:20260612010327.786342,172.16.40.122,51238,172.16.40.174,5001,3,32.0,33.0,29622272,236978176,226,0,0,393,278,4260,113
-0700:20260612010327.786415,172.16.40.122,51244,172.16.40.174,5001,4,32.0,33.0,29229056,233832448,223,0,0,291,206,4289,148
-0700:20260612010327.786342,172.16.40.122,0,172.16.40.174,5001,-1,32.0,33.0,117702656,941621248,898,0,0,4048793462949019648,0,0,0
-0700:20260612010328.786342,172.16.40.122,51242,172.16.40.174,5001,2,33.0,34.0,28704768,229638144,219,0,0,268,190,4243,176
-0700:20260612010328.786342,172.16.40.122,51240,172.16.40.174,5001,1,33.0,34.0,29360128,234881024,224,0,0,325,230,4251,171
-0700:20260612010328.786342,172.16.40.122,51238,172.16.40.174,5001,3,33.0,34.0,28835840,230686720,220,0,0,393,278,4289,116
-0700:20260612010328.786415,172.16.40.122,51244,172.16.40.174,5001,4,33.0,34.0,29360128,234881024,224,0,0,291,206,4568,590
-0700:20260612010328.786342,172.16.40.122,0,172.16.40.174,5001,-1,33.0,34.0,116260864,930086912,887,0,0,4048793462949019648,0,0,0
-0700:20260612010329.786342,172.16.40.122,51242,172.16.40.174,5001,2,34.0,35.0,29360128,234881024,224,0,0,268,190,4242,159
-0700:20260612010329.786415,172.16.40.122,51244,172.16.40.174,5001,4,34.0,35.0,29360128,234881024,224,0,0,291,206,4235,160
-0700:20260612010329.786342,172.16.40.122,51240,172.16.40.174,5001,1,34.0,35.0,29360128,234881024,224,0,0,325,230,4259,159
-0700:20260612010329.786342,172.16.40.122,51238,172.16.40.174,5001,3,34.0,35.0,29622272,236978176,226,0,0,393,278,4268,116
-0700:20260612010329.786342,172.16.40.122,0,172.16.40.174,5001,-1,34.0,35.0,117702656,941621248,898,0,0,4048793462949019648,0,0,0
-0700:20260612010330.786342,172.16.40.122,51242,172.16.40.174,5001,2,35.0,36.0,29360128,234881024,224,0,0,268,190,4295,134
-0700:20260612010330.786342,172.16.40.122,51238,172.16.40.174,5001,3,35.0,36.0,28835840,230686720,220,0,0,393,278,4266,132
-0700:20260612010330.786342,172.16.40.122,51240,172.16.40.174,5001,1,35.0,36.0,29360128,234881024,224,0,0,325,230,4303,150
-0700:20260612010330.786415,172.16.40.122,51244,172.16.40.174,5001,4,35.0,36.0,29360128,234881024,224,0,0,291,206,4259,168
-0700:20260612010330.786342,172.16.40.122,0,172.16.40.174,5001,-1,35.0,36.0,116916224,935329792,892,0,0,4048793462949019648,0,0,0
-0700:20260612010331.786342,172.16.40.122,51240,172.16.40.174,5001,1,36.0,37.0,28704768,229638144,219,0,0,325,230,4249,151
-0700:20260612010331.786342,172.16.40.122,51242,172.16.40.174,5001,2,36.0,37.0,29360128,234881024,224,0,0,268,190,4291,140
-0700:20260612010331.786342,172.16.40.122,51238,172.16.40.174,5001,3,36.0,37.0,29753344,238026752,227,0,0,393,278,4299,109
-0700:20260612010331.786415,172.16.40.122,51244,172.16.40.174,5001,4,36.0,37.0,29229056,233832448,223,0,0,291,206,4293,141
-0700:20260612010331.786342,172.16.40.122,0,172.16.40.174,5001,-1,36.0,37.0,117047296,936378368,893,0,0,4048793462949019648,0,0,0
-0700:20260612010332.786342,172.16.40.122,51242,172.16.40.174,5001,2,37.0,38.0,29229056,233832448,223,0,0,268,190,4252,160
-0700:20260612010332.786342,172.16.40.122,51240,172.16.40.174,5001,1,37.0,38.0,29360128,234881024,224,0,0,325,230,4264,148
-0700:20260612010332.786342,172.16.40.122,51238,172.16.40.174,5001,3,37.0,38.0,28704768,229638144,219,0,0,393,278,4244,141
-0700:20260612010332.786415,172.16.40.122,51244,172.16.40.174,5001,4,37.0,38.0,29360128,234881024,224,0,0,291,206,4304,135
-0700:20260612010332.786342,172.16.40.122,0,172.16.40.174,5001,-1,37.0,38.0,116654080,933232640,890,0,0,4048793462949019648,0,0,0
-0700:20260612010333.786342,172.16.40.122,51242,172.16.40.174,5001,2,38.0,39.0,29360128,234881024,224,0,0,268,190,4300,136
-0700:20260612010333.786342,172.16.40.122,51240,172.16.40.174,5001,1,38.0,39.0,29491200,235929600,225,0,0,325,230,4292,130
-0700:20260612010333.786342,172.16.40.122,51238,172.16.40.174,5001,3,38.0,39.0,29622272,236978176,226,0,0,393,278,4273,114
-0700:20260612010333.786415,172.16.40.122,51244,172.16.40.174,5001,4,38.0,39.0,29360128,234881024,224,0,0,291,206,4259,155
-0700:20260612010333.786342,172.16.40.122,0,172.16.40.174,5001,-1,38.0,39.0,117833728,942669824,899,0,0,4048793462949019648,0,0,0
-0700:20260612010334.786342,172.16.40.122,51242,172.16.40.174,5001,2,39.0,40.0,28966912,231735296,221,0,0,268,190,4226,153
-0700:20260612010334.786342,172.16.40.122,51238,172.16.40.174,5001,3,39.0,40.0,28835840,230686720,220,0,0,393,278,4292,115
-0700:20260612010334.786342,172.16.40.122,51240,172.16.40.174,5001,1,39.0,40.0,29360128,234881024,224,0,0,325,230,4423,286
-0700:20260612010334.786415,172.16.40.122,51244,172.16.40.174,5001,4,39.0,40.0,29229056,233832448,223,0,0,291,206,4296,136
-0700:20260612010334.786342,172.16.40.122,0,172.16.40.174,5001,-1,39.0,40.0,116391936,931135488,888,0,0,4048793462949019648,0,0,0
