pair,scenario,cell,rep,sysctl,dur_s,pkt_size,threads,scenario_iface,scenario_mac,pps_sent,pps_recv,cycles,instructions,branches,branch_misses,cycles_per_pkt,ins_per_pkt,branch_miss_per_pkt,recv_sys_pct,recv_soft_pct,rps,rfs,cake,flower,kernel_has_sysctl,status
hp1-hp3,eth_ip,cell-01,1,0,30,64,2,enp1s0f0np0,98:f2:b3:df:1c:70,4530630,3902166,242491313003,260434625860,48222596817,118540468,2071.42,2224.70,1.0126,9.80,29.46,1,1,1,1,yes,ok
hp1-hp3,eth_ip,cell-01,2,0,30,64,2,enp1s0f0np0,98:f2:b3:df:1c:70,4447378,3713379,257402942705,270971781995,50186619793,124079451,2310.59,2432.39,1.1138,10.30,30.02,1,1,1,1,yes,ok
hp1-hp3,eth_ip,cell-01,3,0,30,64,2,enp1s0f0np0,98:f2:b3:df:1c:70,4453023,3827251,252661985012,265440387184,49187571264,124454884,2200.55,2311.85,1.0839,10.07,30.69,1,1,1,1,yes,ok
hp1-hp3,eth_ip,cell-02,1,1,30,64,2,enp1s0f0np0,98:f2:b3:df:1c:70,4457328,3859211,258591286927,268834340831,49845574032,127185545,2233.54,2322.01,1.0985,10.06,31.36,1,1,1,1,yes,ok
hp1-hp3,eth_ip,cell-02,2,1,30,64,2,enp1s0f0np0,98:f2:b3:df:1c:70,4499766,3895091,244279984843,258352540400,47879963329,118026825,2090.49,2210.92,1.0100,9.79,30.26,1,1,1,1,yes,ok
hp1-hp3,eth_ip,cell-02,3,1,30,64,2,enp1s0f0np0,98:f2:b3:df:1c:70,4442432,3784496,259963793334,273242705074,50621001532,127626589,2289.73,2406.68,1.1241,10.30,30.70,1,1,1,1,yes,ok
hp1-hp3,vlan,cell-01,1,0,30,64,2,vlan100,98:f2:b3:df:1c:70,4481933,3795162,254602846306,266297137334,49257959282,123663027,2236.20,2338.92,1.0861,10.13,30.30,1,1,1,1,yes,ok
hp1-hp3,vlan,cell-01,2,0,30,64,2,vlan100,98:f2:b3:df:1c:70,4432932,3779950,249016612047,262519859031,48579853336,120064634,2195.94,2315.02,1.0588,9.98,29.97,1,1,1,1,yes,ok
hp1-hp3,vlan,cell-01,3,0,30,64,2,vlan100,98:f2:b3:df:1c:70,4434027,3716140,254923314588,268149128501,49643917691,122921056,2286.63,2405.27,1.1026,10.03,29.98,1,1,1,1,yes,ok
hp1-hp3,vlan,cell-02,1,1,30,64,2,vlan100,98:f2:b3:df:1c:70,4436426,3765307,253102097625,267509917741,49495348754,123535848,2240.65,2368.20,1.0936,10.16,30.01,1,1,1,1,yes,ok
