1781258817,53.2,2400000,0xe0000
1781258818,53.2,2400000,0xe0000
1781258819,54.9,2400000,0xe0000
1781258820,55.4,2400000,0xe0000
1781258821,56.0,2400000,0xe0000
1781258822,56.5,2400000,0xe0000
1781258823,56.5,2400000,0xe0000
1781258824,57.1,2400000,0xe0000
1781258825,56.5,2400000,0xe0000
1781258826,56.5,2400000,0xe0000
1781258827,57.1,2400000,0xe0000
1781258828,57.1,2400000,0xe0000
1781258829,57.6,2400000,0xe0000
1781258830,57.6,2400000,0xe0000
1781258831,58.2,2400000,0xe0000
1781258832,57.6,2400000,0xe0000
1781258833,57.6,2400000,0xe0000
1781258834,57.6,2400000,0xe0000
1781258835,57.1,2400000,0xe0000
1781258837,57.6,2400000,0xe0000
1781258838,57.6,2400000,0xe0000
1781258839,58.2,2400000,0xe0000
1781258840,57.6,2400000,0xe0000
1781258841,57.6,2400000,0xe0000
1781258842,58.2,2400000,0xe0000
1781258843,58.2,2400000,0xe0000
1781258844,58.2,2400000,0xe0000
1781258845,58.2,2400000,0xe0000
1781258846,58.2,2400000,0xe0000
1781258847,58.2,2400000,0xe0000
1781258848,58.2,2400000,0xe0000
1781258849,57.6,2400000,0xe0000
1781258850,58.7,2400000,0xe0000
1781258851,58.7,2400000,0xe0000
1781258852,58.7,2400000,0xe0000
1781258853,58.7,2400000,0xe0000
1781258854,58.7,2400000,0xe0000
1781258855,58.7,2400000,0xe0000
1781258856,59.3,2400000,0xe0000
1781258857,59.3,2400000,0xe0000
1781258858,58.7,2400000,0xe0000
1781258859,58.7,2400000,0xe0000
1781258860,58.7,2400000,0xe0000
1781258861,59.3,2400000,0xe0000
1781258862,58.7,2400000,0xe0000
1781258863,58.2,2400000,0xe0000
1781258864,58.2,2400000,0xe0000
1781258865,59.3,2400000,0xe0000
1781258866,58.7,2400000,0xe0000
1781258867,59.8,2400000,0xe0000
1781258868,59.3,2400000,0xe0000
1781258869,59.3,2400000,0xe0000
1781258870,59.8,2400000,0xe0000
1781258871,59.8,2400000,0xe0000
1781258872,59.3,2400000,0xe0000
1781258873,59.8,2400000,0xe0000
1781258874,59.3,2400000,0xe0000
1781258875,59.8,2400000,0xe0000
1781258876,59.3,2400000,0xe0000
1781258877,59.3,2400000,0xe0000
1781258878,59.8,2400000,0xe0000
1781258879,59.3,2400000,0xe0000
1781258880,60.4,2400000,0xe0000
1781258881,59.3,2400000,0xe0000
1781258882,59.8,2400000,0xe0000
1781258883,59.8,2400000,0xe0000
1781258884,59.3,2400000,0xe0000
1781258885,59.8,2400000,0xe0000
1781258886,59.8,2400000,0xe0000
1781258887,59.8,2400000,0xe0000
1781258888,59.8,2400000,0xe0000
1781258889,60.4,2400000,0xe0000
1781258890,60.4,2400000,0xe0000
1781258891,59.8,2400000,0xe0000
