1,10.1.0.1,10.1.0.2,6,1001,80
2,10.2.0.1,10.2.0.2,6,1002,80
3,10.3.0.1,10.3.0.2,6,1003,80
4,10.4.0.1,10.4.0.2,6,1004,80
5,10.5.0.1,10.5.0.2,6,1005,80
6,10.6.0.1,10.6.0.2,6,1006,80
7,10.7.0.1,10.7.0.2,6,1007,80
8,10.8.0.1,10.8.0.2,6,1008,80
