pair,scenario,cell,proto,sysctl,dur_s,scenario_iface,scenario_v4,mbps,retransmits,recv_sys_pct,recv_soft_pct,kernel_has_sysctl,status
hp1-hp3,gre,cell-01,tcp,0,300,gretest0,10.10.44.5,11060.6,949,19.90,5.38,yes,ok
hp1-hp3,gre,cell-02,tcp,1,300,gretest0,10.10.44.5,11065.9,1325,20.41,4.95,yes,ok
hp1-hp3,gre,cell-03,udp,0,300,gretest0,10.10.44.5,6886.8,0,16.39,7.22,yes,ok
hp1-hp3,gre,cell-04,udp,1,300,gretest0,10.10.44.5,6613.6,0,16.49,7.07,yes,ok
