pair,scenario,cell,rep,sysctl,dur_s,pkt_size,threads,scenario_iface,scenario_mac,pps_sent,pps_recv,cycles,instructions,branches,branch_misses,cycles_per_pkt,ins_per_pkt,branch_miss_per_pkt,recv_sys_pct,recv_soft_pct,rps,rfs,cake,flower,kernel_has_sysctl,status
pi5-bpif3,mpls,cell-01,1,0,60,64,2,lo,fe:fe:fe:e2:46:d4,456860,457013,230219400808,122420862646,12444599545,86021656,8395.79,4464.53,3.1371,0.14,27.59,1,1,1,1,no,ok
pi5-bpif3,mpls,cell-01,2,0,60,64,2,lo,fe:fe:fe:e2:46:d4,496625,496778,229566404397,125963328569,12887921350,68836639,7701.84,4226.01,2.3094,0.19,26.88,1,1,1,1,no,ok
pi5-bpif3,mpls,cell-01,3,0,60,64,2,lo,fe:fe:fe:e2:46:d4,745418,745574,0,0,0,0,0.00,0.00,0.0000,0.00,0.00,1,1,1,1,no,ok
pi5-bpif3,mpls,cell-02,1,1,60,64,2,lo,fe:fe:fe:e2:46:d4,375061,375211,266741506975,145407613939,15119573827,60293457,11848.49,6458.92,2.6782,0.17,31.65,1,1,1,1,no,ok
pi5-bpif3,mpls,cell-02,2,1,60,64,2,lo,fe:fe:fe:e2:46:d4,466375,466530,219884912241,121120690016,12284887460,98943414,7855.32,4327.00,3.5347,0.12,26.21,1,1,1,1,no,ok
pi5-bpif3,mpls,cell-02,3,1,60,64,2,lo,fe:fe:fe:e2:46:d4,429587,429746,200825225867,108622567656,10843509319,104417784,7788.52,4212.67,4.0496,0.08,23.64,1,1,1,1,no,ok
pi5-bpif3,ipip,cell-01,1,0,60,64,2,ipip0,fe:fe:fe:e2:46:d4,372643,372795,216072780885,116424009216,11764821751,100888252,9660.02,5205.00,4.5104,0.13,25.83,1,1,1,1,no,ok
pi5-bpif3,ipip,cell-01,2,0,60,64,2,ipip0,fe:fe:fe:e2:46:d4,567213,567367,248130809673,134286835526,13880375897,61579340,7288.95,3944.73,1.8089,0.12,29.51,1,1,1,1,no,ok
pi5-bpif3,ipip,cell-01,3,0,60,64,2,ipip0,fe:fe:fe:e2:46:d4,743201,743356,0,0,0,0,0.00,0.00,0.0000,0.00,0.00,1,1,1,1,no,ok
pi5-bpif3,ipip,cell-02,1,1,60,64,2,ipip0,fe:fe:fe:e2:46:d4,410439,410593,215391062178,114811728966,11589987805,98320373,8743.09,4660.40,3.9910,0.10,25.37,1,1,1,1,no,ok
pi5-bpif3,ipip,cell-02,2,1,60,64,2,ipip0,fe:fe:fe:e2:46:d4,400921,401070,250664224538,140060706341,14538680385,60586711,10416.45,5820.28,2.5177,0.19,29.91,1,1,1,1,no,ok
pi5-bpif3,ipip,cell-02,3,1,60,64,2,ipip0,fe:fe:fe:e2:46:d4,436705,436863,258188917956,136878626387,14150630969,72060957,9850.10,5222.02,2.7492,0.18,30.91,1,1,1,1,no,ok
pi5-bpif3,gre,cell-01,1,0,60,64,2,gretest0,fe:fe:fe:e2:46:d4,427856,428007,236717768828,128153885158,13142341763,81126280,9217.81,4990.32,3.1591,0.16,28.28,1,1,1,1,no,ok
pi5-bpif3,gre,cell-01,2,0,60,64,2,gretest0,fe:fe:fe:e2:46:d4,752302,752464,0,0,0,0,0.00,0.00,0.0000,0.00,0.00,1,1,1,1,no,ok
pi5-bpif3,gre,cell-01,3,0,60,64,2,gretest0,fe:fe:fe:e2:46:d4,393331,393484,258078902257,140837799510,14599488229,74456644,10931.33,5965.40,3.1537,0.14,30.64,1,1,1,1,no,ok
pi5-bpif3,gre,cell-02,1,1,60,64,2,gretest0,fe:fe:fe:e2:46:d4,429129,429279,272238551600,148682292379,15514365902,62010479,10569.60,5772.55,2.4075,0.16,32.69,1,1,1,1,no,ok
pi5-bpif3,gre,cell-02,2,1,60,64,2,gretest0,fe:fe:fe:e2:46:d4,565283,565447,230068309227,120910889599,12316914794,84279473,6781.31,3563.87,2.4842,0.17,27.21,1,1,1,1,no,ok
pi5-bpif3,gre,cell-02,3,1,60,64,2,gretest0,fe:fe:fe:e2:46:d4,394313,394570,244437882070,130368154740,13408925798,72135508,10325.06,5506.75,3.0470,0.14,29.18,1,1,1,1,no,ok
pi5-bpif3,geneve,cell-01,1,0,60,64,2,geneve10,06:6f:d2:29:d3:81,0,5,1695252,443616,25765,6768,4857.46,1271.11,19.3926,0.09,0.03,1,1,1,1,no,ok
pi5-bpif3,geneve,cell-01,2,0,60,64,2,geneve10,06:6f:d2:29:d3:81,0,5,1516735,399835,20537,5927,4710.36,1241.72,18.4068,0.09,0.02,1,1,1,1,no,ok
pi5-bpif3,geneve,cell-01,3,0,60,64,2,geneve10,06:6f:d2:29:d3:81,0,5,2135997,590410,35412,8324,6612.99,1827.89,25.7709,0.14,0.02,1,1,1,1,no,ok
pi5-bpif3,geneve,cell-02,1,1,60,64,2,geneve10,06:6f:d2:29:d3:81,0,5,2480814,643281,38319,9999,7875.60,2042.16,31.7429,0.16,0.02,1,1,1,1,no,ok
pi5-bpif3,geneve,cell-02,2,1,60,64,2,geneve10,06:6f:d2:29:d3:81,0,5,1304737,362109,22966,4538,4014.58,1114.18,13.9631,0.11,0.02,1,1,1,1,no,ok
pi5-bpif3,geneve,cell-02,3,1,60,64,2,geneve10,06:6f:d2:29:d3:81,0,5,1161176,322350,19095,3929,3782.33,1050.00,12.7980,0.10,0.02,1,1,1,1,no,ok
