protocol,parser,accepted,n_packets,n_accepted,reject_reason,field_disagreements,expected,classification
falcon_push_data,rust-simd,True,1,1,,0,accept,OK
falcon_push_data,rust-template,True,1,1,,0,accept,OK
falcon_push_data,rust-template-simd,True,1,1,,0,accept,OK
falcon_resync,c-flowdis-usp,True,1,1,,0,accept,OK
falcon_resync,c-xdp2-usp,True,1,1,,0,accept,OK
falcon_resync,c-xdp2-parse-only,True,1,1,,0,accept,OK
falcon_resync,c-xdp2-mono,True,1,1,,0,accept,OK
falcon_resync,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
falcon_resync,rust-graph,True,1,1,,0,accept,OK
falcon_resync,rust-graph-enum,True,1,1,,0,accept,OK
falcon_resync,rust-mono,True,1,1,,0,accept,OK
falcon_resync,rust-mono-x4,True,1,1,,0,accept,OK
falcon_resync,rust-compiled,True,1,1,,0,accept,OK
falcon_resync,rust-simd,True,1,1,,0,accept,OK
falcon_resync,rust-template,True,1,1,,0,accept,OK
falcon_resync,rust-template-simd,True,1,1,,0,accept,OK
fc,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc,c-xdp2-usp,True,1,1,,0,accept,OK
fc,c-xdp2-parse-only,True,1,1,,0,accept,OK
fc,c-xdp2-mono,True,1,1,,0,accept,OK
fc,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fc,rust-graph,True,1,1,,0,accept,OK
fc,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fc,rust-mono,True,1,1,,0,accept,OK
fc,rust-mono-x4,True,1,1,,0,accept,OK
fc,rust-compiled,True,1,1,,0,accept,OK
fc,rust-simd,True,1,1,,0,accept,OK
fc,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fc,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_ct_hdr,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ct_hdr,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ct_hdr,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ct_hdr,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ct_hdr,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fc_ct_hdr,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ct_hdr,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fc_ct_hdr,rust-mono,True,1,1,,0,accept,OK
fc_ct_hdr,rust-mono-x4,True,1,1,,0,accept,OK
fc_ct_hdr,rust-compiled,True,1,1,,0,accept,OK
fc_ct_hdr,rust-simd,True,1,1,,0,accept,OK
fc_ct_hdr,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_ct_hdr,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_adisc,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_adisc,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_adisc,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_adisc,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_adisc,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fc_els_adisc,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_adisc,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fc_els_adisc,rust-mono,True,1,1,,0,accept,OK
fc_els_adisc,rust-mono-x4,True,1,1,,0,accept,OK
fc_els_adisc,rust-compiled,True,1,1,,0,accept,OK
fc_els_adisc,rust-simd,True,1,1,,0,accept,OK
fc_els_adisc,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_adisc,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_flogi,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_flogi,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_flogi,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_flogi,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_flogi,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fc_els_flogi,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_flogi,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fc_els_flogi,rust-mono,True,1,1,,0,accept,OK
fc_els_flogi,rust-mono-x4,True,1,1,,0,accept,OK
fc_els_flogi,rust-compiled,True,1,1,,0,accept,OK
fc_els_flogi,rust-simd,True,1,1,,0,accept,OK
fc_els_flogi,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_flogi,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_logo,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_logo,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_logo,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_logo,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_logo,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fc_els_logo,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_logo,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fc_els_logo,rust-mono,True,1,1,,0,accept,OK
fc_els_logo,rust-mono-x4,True,1,1,,0,accept,OK
fc_els_logo,rust-compiled,True,1,1,,0,accept,OK
fc_els_logo,rust-simd,True,1,1,,0,accept,OK
fc_els_logo,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_logo,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_ls_acc,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_ls_acc,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_ls_acc,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_ls_acc,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_ls_acc,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fc_els_ls_acc,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_ls_acc,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fc_els_ls_acc,rust-mono,True,1,1,,0,accept,OK
fc_els_ls_acc,rust-mono-x4,True,1,1,,0,accept,OK
fc_els_ls_acc,rust-compiled,True,1,1,,0,accept,OK
fc_els_ls_acc,rust-simd,True,1,1,,0,accept,OK
fc_els_ls_acc,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_ls_acc,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_ls_rjt,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_ls_rjt,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_ls_rjt,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_ls_rjt,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_ls_rjt,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fc_els_ls_rjt,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_ls_rjt,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fc_els_ls_rjt,rust-mono,True,1,1,,0,accept,OK
fc_els_ls_rjt,rust-mono-x4,True,1,1,,0,accept,OK
fc_els_ls_rjt,rust-compiled,True,1,1,,0,accept,OK
fc_els_ls_rjt,rust-simd,True,1,1,,0,accept,OK
fc_els_ls_rjt,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_ls_rjt,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_prli,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_prli,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_prli,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_prli,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_prli,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fc_els_prli,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_prli,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fc_els_prli,rust-mono,True,1,1,,0,accept,OK
fc_els_prli,rust-mono-x4,True,1,1,,0,accept,OK
fc_els_prli,rust-compiled,True,1,1,,0,accept,OK
fc_els_prli,rust-simd,True,1,1,,0,accept,OK
fc_els_prli,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_prli,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_rscn,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_rscn,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_rscn,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_rscn,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_rscn,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fc_els_rscn,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_rscn,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fc_els_rscn,rust-mono,True,1,1,,0,accept,OK
fc_els_rscn,rust-mono-x4,True,1,1,,0,accept,OK
fc_els_rscn,rust-compiled,True,1,1,,0,accept,OK
fc_els_rscn,rust-simd,True,1,1,,0,accept,OK
fc_els_rscn,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_rscn,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_scr,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_scr,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_scr,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_scr,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_scr,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fc_els_scr,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_els_scr,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fc_els_scr,rust-mono,True,1,1,,0,accept,OK
fc_els_scr,rust-mono-x4,True,1,1,,0,accept,OK
fc_els_scr,rust-compiled,True,1,1,,0,accept,OK
fc_els_scr,rust-simd,True,1,1,,0,accept,OK
fc_els_scr,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_els_scr,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_ns_gid_ft,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ns_gid_ft,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ns_gid_ft,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ns_gid_ft,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ns_gid_ft,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fc_ns_gid_ft,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ns_gid_ft,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fc_ns_gid_ft,rust-mono,True,1,1,,0,accept,OK
fc_ns_gid_ft,rust-mono-x4,True,1,1,,0,accept,OK
fc_ns_gid_ft,rust-compiled,True,1,1,,0,accept,OK
fc_ns_gid_ft,rust-simd,True,1,1,,0,accept,OK
fc_ns_gid_ft,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_ns_gid_ft,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_ns_gpn_ft_rsp,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ns_gpn_ft_rsp,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ns_gpn_ft_rsp,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ns_gpn_ft_rsp,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ns_gpn_ft_rsp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fc_ns_gpn_ft_rsp,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fc_ns_gpn_ft_rsp,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fc_ns_gpn_ft_rsp,rust-mono,True,1,1,,0,accept,OK
fc_ns_gpn_ft_rsp,rust-mono-x4,True,1,1,,0,accept,OK
fc_ns_gpn_ft_rsp,rust-compiled,True,1,1,,0,accept,OK
fc_ns_gpn_ft_rsp,rust-simd,True,1,1,,0,accept,OK
fc_ns_gpn_ft_rsp,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fc_ns_gpn_ft_rsp,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fcoe_init,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcoe_init,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcoe_init,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcoe_init,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcoe_init,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fcoe_init,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcoe_init,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fcoe_init,rust-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcoe_init,rust-mono-x4,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcoe_init,rust-compiled,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcoe_init,rust-simd,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcoe_init,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fcoe_init,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fcp_cmnd,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_cmnd,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_cmnd,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_cmnd,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_cmnd,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fcp_cmnd,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_cmnd,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fcp_cmnd,rust-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_cmnd,rust-mono-x4,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_cmnd,rust-compiled,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_cmnd,rust-simd,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_cmnd,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fcp_cmnd,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fcp_rsp,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fcp_rsp,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fcp_rsp,rust-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp,rust-mono-x4,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp,rust-compiled,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp,rust-simd,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fcp_rsp,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fcp_rsp_ext,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp_ext,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp_ext,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp_ext,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp_ext,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fcp_rsp_ext,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp_ext,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fcp_rsp_ext,rust-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp_ext,rust-mono-x4,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp_ext,rust-compiled,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp_ext,rust-simd,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_rsp_ext,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fcp_rsp_ext,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fcp_srr,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_srr,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_srr,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_srr,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_srr,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fcp_srr,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_srr,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fcp_srr,rust-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_srr,rust-mono-x4,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_srr,rust-compiled,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_srr,rust-simd,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_srr,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fcp_srr,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fcp_txrdy,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_txrdy,c-xdp2-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_txrdy,c-xdp2-parse-only,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_txrdy,c-xdp2-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_txrdy,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fcp_txrdy,rust-graph,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_txrdy,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fcp_txrdy,rust-mono,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_txrdy,rust-mono-x4,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_txrdy,rust-compiled,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_txrdy,rust-simd,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fcp_txrdy,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fcp_txrdy,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fddi,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fddi,c-xdp2-usp,True,1,1,,0,accept,OK
fddi,c-xdp2-parse-only,True,1,1,,0,accept,OK
fddi,c-xdp2-mono,True,1,1,,0,accept,OK
fddi,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fddi,rust-graph,True,1,1,,0,accept,OK
fddi,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fddi,rust-mono,True,1,1,,0,accept,OK
fddi,rust-mono-x4,True,1,1,,0,accept,OK
fddi,rust-compiled,True,1,1,,0,accept,OK
fddi,rust-simd,True,1,1,,0,accept,OK
fddi,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fddi,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
fip,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
fip,c-xdp2-usp,True,1,1,,0,accept,OK
fip,c-xdp2-parse-only,True,1,1,,0,accept,OK
fip,c-xdp2-mono,True,1,1,,0,accept,OK
fip,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
fip,rust-graph,True,1,1,,0,accept,OK
fip,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
fip,rust-mono,True,1,1,,0,accept,OK
fip,rust-mono-x4,True,1,1,,0,accept,OK
fip,rust-compiled,True,1,1,,0,accept,OK
fip,rust-simd,True,1,1,,0,accept,OK
fip,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
fip,rust-template-simd,False,1,0,no-template,0,reject:no-template,REJ-expected
ftp,c-flowdis-usp,True,1,1,,0,accept,OK
ftp,c-xdp2-usp,True,1,1,,0,accept,OK
ftp,c-xdp2-parse-only,True,1,1,,0,accept,OK
ftp,c-xdp2-mono,True,1,1,,0,accept,OK
ftp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
ftp,rust-graph,True,1,1,,0,accept,OK
ftp,rust-graph-enum,True,1,1,,0,accept,OK
ftp,rust-mono,True,1,1,,0,accept,OK
ftp,rust-mono-x4,True,1,1,,0,accept,OK
ftp,rust-compiled,True,1,1,,0,accept,OK
ftp,rust-simd,True,1,1,,0,accept,OK
ftp,rust-template,True,1,1,,0,accept,OK
ftp,rust-template-simd,True,1,1,,0,accept,OK
geneve,c-flowdis-usp,True,1,1,,0,accept,OK
geneve,c-xdp2-usp,True,1,1,,0,accept,OK
geneve,c-xdp2-parse-only,True,1,1,,0,accept,OK
geneve,c-xdp2-mono,True,1,1,,0,accept,OK
geneve,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
geneve,rust-graph,True,1,1,,0,accept,OK
geneve,rust-graph-enum,True,1,1,,0,accept,OK
geneve,rust-mono,True,1,1,,0,accept,OK
geneve,rust-mono-x4,True,1,1,,0,accept,OK
geneve,rust-compiled,True,1,1,,0,accept,OK
geneve,rust-simd,True,1,1,,0,accept,OK
geneve,rust-template,True,1,1,,0,accept,OK
geneve,rust-template-simd,True,1,1,,0,accept,OK
geneve_opt,c-flowdis-usp,True,1,1,,0,accept,OK
geneve_opt,c-xdp2-usp,True,1,1,,0,accept,OK
geneve_opt,c-xdp2-parse-only,True,1,1,,0,accept,OK
geneve_opt,c-xdp2-mono,True,1,1,,0,accept,OK
geneve_opt,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
geneve_opt,rust-graph,True,1,1,,0,accept,OK
geneve_opt,rust-graph-enum,True,1,1,,0,accept,OK
geneve_opt,rust-mono,True,1,1,,0,accept,OK
geneve_opt,rust-mono-x4,True,1,1,,0,accept,OK
geneve_opt,rust-compiled,True,1,1,,0,accept,OK
geneve_opt,rust-simd,True,1,1,,0,accept,OK
geneve_opt,rust-template,True,1,1,,0,accept,OK
geneve_opt,rust-template-simd,True,1,1,,0,accept,OK
glbp,c-flowdis-usp,True,1,1,,0,accept,OK
glbp,c-xdp2-usp,True,1,1,,0,accept,OK
glbp,c-xdp2-parse-only,True,1,1,,0,accept,OK
glbp,c-xdp2-mono,True,1,1,,0,accept,OK
glbp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
glbp,rust-graph,True,1,1,,0,accept,OK
glbp,rust-graph-enum,True,1,1,,0,accept,OK
glbp,rust-mono,True,1,1,,0,accept,OK
glbp,rust-mono-x4,True,1,1,,0,accept,OK
glbp,rust-compiled,True,1,1,,0,accept,OK
glbp,rust-simd,True,1,1,,0,accept,OK
glbp,rust-template,True,1,1,,0,accept,OK
glbp,rust-template-simd,True,1,1,,0,accept,OK
gnmi,c-flowdis-usp,True,1,1,,0,accept,OK
gnmi,c-xdp2-usp,True,1,1,,0,accept,OK
gnmi,c-xdp2-parse-only,True,1,1,,0,accept,OK
gnmi,c-xdp2-mono,True,1,1,,0,accept,OK
gnmi,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
gnmi,rust-graph,True,1,1,,0,accept,OK
gnmi,rust-graph-enum,True,1,1,,0,accept,OK
gnmi,rust-mono,True,1,1,,0,accept,OK
gnmi,rust-mono-x4,True,1,1,,0,accept,OK
gnmi,rust-compiled,True,1,1,,0,accept,OK
gnmi,rust-simd,True,1,1,,0,accept,OK
gnmi,rust-template,True,1,1,,0,accept,OK
gnmi,rust-template-simd,True,1,1,,0,accept,OK
gnoi,c-flowdis-usp,True,1,1,,0,accept,OK
gnoi,c-xdp2-usp,True,1,1,,0,accept,OK
gnoi,c-xdp2-parse-only,True,1,1,,0,accept,OK
gnoi,c-xdp2-mono,True,1,1,,0,accept,OK
gnoi,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
gnoi,rust-graph,True,1,1,,0,accept,OK
gnoi,rust-graph-enum,True,1,1,,0,accept,OK
gnoi,rust-mono,True,1,1,,0,accept,OK
gnoi,rust-mono-x4,True,1,1,,0,accept,OK
gnoi,rust-compiled,True,1,1,,0,accept,OK
gnoi,rust-simd,True,1,1,,0,accept,OK
gnoi,rust-template,True,1,1,,0,accept,OK
gnoi,rust-template-simd,True,1,1,,0,accept,OK
gptp,c-flowdis-usp,False,1,0,parse-error,0,reject:parse-error,REJ-expected
gptp,c-xdp2-usp,True,1,1,,0,accept,OK
gptp,c-xdp2-parse-only,True,1,1,,0,accept,OK
gptp,c-xdp2-mono,True,1,1,,0,accept,OK
gptp,c-bpf-xdp2,False,1,0,verifier,0,reject:verifier,REJ-expected
gptp,rust-graph,True,1,1,,0,accept,OK
gptp,rust-graph-enum,False,1,0,ipv4-only,0,reject:ipv4-only,REJ-expected
gptp,rust-mono,True,1,1,,0,accept,OK
gptp,rust-mono-x4,True,1,1,,0,accept,OK
gptp,rust-compiled,True,1,1,,0,accept,OK
gptp,rust-simd,True,1,1,,0,accept,OK
gptp,rust-template,False,1,0,no-template,0,reject:no-template,REJ-expected
