pair,scenario,cell,proto,sysctl,dur_s,scenario_iface,scenario_v4,mbps,retransmits,recv_sys_pct,recv_soft_pct,kernel_has_sysctl,status
hp2-hp5,geneve,cell-01,tcp,0,10,geneve10,192.168.101.2,9073.5,1252,20.60,5.81,yes,ok
hp2-hp5,geneve,cell-02,tcp,1,10,geneve10,192.168.101.2,9063.5,1758,20.18,5.63,yes,ok
hp2-hp5,geneve,cell-03,udp,0,10,geneve10,192.168.101.2,6173.2,0,17.17,7.50,yes,ok
hp2-hp5,geneve,cell-04,udp,1,10,geneve10,192.168.101.2,6292.3,0,17.31,8.03,yes,ok
